File: TestLongPostprocessing
Type: cpu
Showing nodes accounting for 48941ms, 94.32% of 51886ms total
Dropped 713 nodes (cum <= 259.43ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%    51866ms   100%  __libc_start_call_main
         0     0%     0%    51866ms   100%  __libc_start_main_impl
         0     0%     0%    51866ms   100%  _start
         0     0%     0%    51863ms   100%  main
         0     0%     0%    51824ms 99.88%  TestLongPostprocessing::Test2DSimulations
         0     0%     0%    51760ms 99.76%  AbstractCardiacProblem::Solve
       2ms 0.0039% 0.0039%    51638ms 99.52%  AbstractDynamicLinearPdeSolver::Solve
     283ms  0.55%  0.55%    43756ms 84.33%  AbstractCardiacTissue::SolveCellSystems
     362ms   0.7%  1.25%    31097ms 59.93%  AbstractCardiacCell::ComputeExceptVoltage
     528ms  1.02%  2.26%    28876ms 55.65%  AbstractOneStepIvpOdeSolver::InternalSolve
    1819ms  3.51%  5.77%    26038ms 50.18%  EulerIvpOdeSolver::CalculateNextYValue
    6812ms 13.13% 18.90%    24015ms 46.28%  CellLuoRudy1991FromCellML::EvaluateYDerivatives
    8588ms 16.55% 35.45%    19039ms 36.69%  __GI___exp
    9372ms 18.06% 53.51%    10068ms 19.40%  __ieee754_exp_fma
    3585ms  6.91% 60.42%     9453ms 18.22%  CellLuoRudy1991FromCellML::GetIIonic
       3ms 0.0058% 60.43%     5884ms 11.34%  LinearSystem::Solve
         0     0% 60.43%     5678ms 10.94%  KSPSolve
      10ms 0.019% 60.45%     5678ms 10.94%  KSPSolve_Private
      15ms 0.029% 60.48%     5657ms 10.90%  KSPSolve_CG
       2ms 0.0039% 60.48%     3320ms  6.40%  PCApply
       4ms 0.0077% 60.49%     3316ms  6.39%  PCApply_BJacobi_Singleblock
       4ms 0.0077% 60.50%     3223ms  6.21%  KSPSolve_PREONLY
       2ms 0.0039% 60.50%     3209ms  6.18%  MatSolve
         0     0% 60.50%     3209ms  6.18%  PCApply_ICC
    3153ms  6.08% 66.58%     3207ms  6.18%  MatSolve_SeqSBAIJ_1_NaturalOrdering
     281ms  0.54% 67.12%     2903ms  5.59%  __pow
     292ms  0.56% 67.68%     2613ms  5.04%  __ieee754_pow_fma
       1ms 0.0019% 67.68%     2470ms  4.76%  KSP_PCApply.lto_priv.7
    1144ms  2.20% 69.89%     2295ms  4.42%  CellLuoRudy1991FromCellML::VerifyStateVariables
    1092ms  2.10% 71.99%     1960ms  3.78%  MonodomainSolver::SetupLinearSystem
       5ms 0.0096% 72.00%     1604ms  3.09%  MatMult
    1594ms  3.07% 75.07%     1599ms  3.08%  MatMult_SeqAIJ
    1304ms  2.51% 77.59%     1304ms  2.51%  log_inline (inline)
     409ms  0.79% 78.38%     1092ms  2.10%  std::__cxx11::basic_string::basic_string
       4ms 0.0077% 78.38%     1044ms  2.01%  KSPConvergedDefault
     915ms  1.76% 80.15%      948ms  1.83%  exp_inline (inline)
     927ms  1.79% 81.93%      927ms  1.79%  TimeStepper::CalculateNextTime
     343ms  0.66% 82.59%      898ms  1.73%  TimeStepper::AdvanceOneTimeStep
         0     0% 82.59%      862ms  1.66%  KSP_PCApply
     367ms  0.71% 83.30%      802ms  1.55%  TimeStepper::TimeStepper
     787ms  1.52% 84.82%      787ms  1.52%  ddot_
     347ms  0.67% 85.49%      751ms  1.45%  top12 (inline)
     672ms  1.30% 86.78%      683ms  1.32%  __ieee754_log_fma
     671ms  1.29% 88.08%      671ms  1.29%  __strlen_avx2
     333ms  0.64% 88.72%      572ms  1.10%  AbstractCardiacCellInterface::SetVoltageDerivativeToZero
     569ms  1.10% 89.81%      569ms  1.10%  [libchaste_heart.so]
     498ms  0.96% 90.77%      554ms  1.07%  AbstractIvpOdeSolver::SolveAndUpdateStateVariable
     399ms  0.77% 91.54%      474ms  0.91%  AbstractOneStepIvpOdeSolver::Solve
     462ms  0.89% 92.43%      462ms  0.89%  asuint64 (inline)
       4ms 0.0077% 92.44%      451ms  0.87%  VecTDot
       4ms 0.0077% 92.45%      446ms  0.86%  VecNorm
         0     0% 92.45%      444ms  0.86%  VecTDot_Seq
       2ms 0.0039% 92.45%      444ms  0.86%  VecXDot_Seq_Private.constprop.0
       1ms 0.0019% 92.45%      433ms  0.83%  VecNorm_Seq
     392ms  0.76% 93.21%      392ms  0.76%  [libm.so.6]
     292ms  0.56% 93.77%      292ms  0.56%  TimeStepper::GetNextTimeStep
     286ms  0.55% 94.32%      286ms  0.55%  AbstractParameterisedSystem::SetAnyVariable
