File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3816ms, 79.47% of 4802ms total
Dropped 556 nodes (cum <= 24.01ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4576ms 95.29%  __libc_start_call_main
         0     0%     0%     4576ms 95.29%  __libc_start_main_impl
         0     0%     0%     4576ms 95.29%  _start
         0     0%     0%     4561ms 94.98%  main
         0     0%     0%     4525ms 94.23%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4515ms 94.02%  AbstractCellBasedSimulation::Solve
       1ms 0.021% 0.021%     4217ms 87.82%  AbstractCellPopulation::WriteResultsToFiles
      37ms  0.77%  0.79%     3990ms 83.09%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.79%     1957ms 40.75%  VertexMeshWriter::WriteVtkUsingMesh
       2ms 0.042%  0.83%     1694ms 35.28%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.83%     1232ms 25.66%  vtkPolygon::New
         0     0%  0.83%     1230ms 25.61%  vtkPolygon::vtkPolygon
      10ms  0.21%  1.04%      869ms 18.10%  vtkCell::vtkCell
       2ms 0.042%  1.08%      756ms 15.74%  VertexMeshWriter::WriteFiles
       9ms  0.19%  1.27%      747ms 15.56%  vtkPoints::New
      52ms  1.08%  2.35%      727ms 15.14%  std::ostream::_M_insert
      10ms  0.21%  2.56%      698ms 14.54%  vtkPoints::vtkPoints
      49ms  1.02%  3.58%      653ms 13.60%  operator new
     205ms  4.27%  7.85%      613ms 12.77%  __GI___libc_malloc
       1ms 0.021%  7.87%      601ms 12.52%  vtkQuad::New
         0     0%  7.87%      599ms 12.47%  vtkQuad::vtkQuad
      39ms  0.81%  8.68%      591ms 12.31%  std::num_put::_M_insert_float
       2ms 0.042%  8.73%      571ms 11.89%  vtkLine::New
         0     0%  8.73%      569ms 11.85%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  8.73%      569ms 11.85%  vtkXMLWriterBase::Write
         0     0%  8.73%      566ms 11.79%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  8.73%      565ms 11.77%  vtkExecutive::CallAlgorithm
         0     0%  8.73%      565ms 11.77%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  8.73%      564ms 11.75%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  8.73%      563ms 11.72%  vtkCompositeDataPipeline::ExecuteData
         0     0%  8.73%      563ms 11.72%  vtkXMLUnstructuredDataWriter::ProcessRequest
     158ms  3.29% 12.02%      555ms 11.56%  __GI___libc_free
       9ms  0.19% 12.20%      547ms 11.39%  vtkLine::vtkLine
         0     0% 12.20%      539ms 11.22%  vtkTriangle::New
       8ms  0.17% 12.37%      531ms 11.06%  vtkTriangle::vtkTriangle
         0     0% 12.37%      499ms 10.39%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0% 12.37%      499ms 10.39%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
      16ms  0.33% 12.70%      464ms  9.66%  std::__cxx11::collate::do_transform
      24ms   0.5% 13.20%      450ms  9.37%  vtkPoints::SetDataType
       1ms 0.021% 13.22%      449ms  9.35%  vtkXMLWriter::WriteBinaryData
         0     0% 13.22%      445ms  9.27%  vtkXMLWriter::WriteBinaryDataBlock
         0     0% 13.22%      445ms  9.27%  vtkXMLWriter::WriteBinaryDataInternal
       9ms  0.19% 13.41%      434ms  9.04%  ___vsnprintf
         0     0% 13.41%      425ms  8.85%  __vsnprintf_internal (inline)
         0     0% 13.41%      424ms  8.83%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
       2ms 0.042% 13.45%      421ms  8.77%  vtkPolygon::~vtkPolygon
      59ms  1.23% 14.68%      416ms  8.66%  __printf_buffer
     252ms  5.25% 19.93%      396ms  8.25%  _int_free
     240ms  5.00% 24.93%      352ms  7.33%  _int_malloc
       2ms 0.042% 24.97%      343ms  7.14%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
       2ms 0.042% 25.01%      340ms  7.08%  __printf_fp_spec (inline)
         0     0% 25.01%      339ms  7.06%  VtkMeshWriter::WriteFiles
      20ms  0.42% 25.43%      338ms  7.04%  __printf_fp_l_buffer
       2ms 0.042% 25.47%      333ms  6.93%  vtkCell::~vtkCell
         0     0% 25.47%      313ms  6.52%  vtkXMLWriter::WritePointsAppendedData
     161ms  3.35% 28.82%      301ms  6.27%  __printf_fp_buffer_1
       1ms 0.021% 28.84%      293ms  6.10%  OnLatticeSimulation::UpdateCellLocationsAndTopology
      27ms  0.56% 29.40%      292ms  6.08%  PottsBasedCellPopulation::UpdateCellLocations
      39ms  0.81% 30.22%      262ms  5.46%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
         0     0% 30.22%      238ms  4.96%  vtkXMLWriter::WriteCompressionBlock
         0     0% 30.22%      226ms  4.71%  vtkDataCompressor::Compress
         0     0% 30.22%      224ms  4.66%  compress2
         0     0% 30.22%      224ms  4.66%  vtkZLibDataCompressor::CompressBuffer
       1ms 0.021% 30.24%      223ms  4.64%  deflate
      68ms  1.42% 31.65%      222ms  4.62%  crc32
       9ms  0.19% 31.84%      220ms  4.58%  vtkPoints::~vtkPoints
       7ms  0.15% 31.99%      209ms  4.35%  vtkBase64OutputStream::Write
      25ms  0.52% 32.51%      202ms  4.21%  vtkBase64OutputStream::EncodeTriplet
         0     0% 32.51%      195ms  4.06%  tbb::detail::r1::parallel_pipeline
         0     0% 32.51%      192ms  4.00%  vtkQuad::~vtkQuad
         0     0% 32.51%      191ms  3.98%  clone3
         0     0% 32.51%      191ms  3.98%  start_thread
         0     0% 32.51%      191ms  3.98%  tbb::detail::r1::reset
      76ms  1.58% 34.09%      191ms  3.98%  tbb::detail::r1::wait_bounded_queue_monitor
       1ms 0.021% 34.11%      185ms  3.85%  vtkLine::GetParametricCenter
       5ms   0.1% 34.21%      173ms  3.60%  vtkTypeFloat64Array::~vtkTypeFloat64Array
       8ms  0.17% 34.38%      172ms  3.58%  vtkFloatArray::New
       3ms 0.062% 34.44%      172ms  3.58%  vtkTriangle::~vtkTriangle
     106ms  2.21% 36.65%      171ms  3.56%  malloc_consolidate
       3ms 0.062% 36.71%      169ms  3.52%  vtkIdList::AllocateInternal
       2ms 0.042% 36.76%      167ms  3.48%  VertexMesh::~VertexMesh
      10ms  0.21% 36.96%      163ms  3.39%  NodesOnlyMesh::ConstructNodesWithoutMesh
         0     0% 36.96%      158ms  3.29%  VertexMesh::VertexMesh
      53ms  1.10% 38.07%      157ms  3.27%  std::ostream::write
       5ms   0.1% 38.17%      156ms  3.25%  NodeLocationWriter::VisitAnyPopulation
       5ms   0.1% 38.28%      151ms  3.14%  MutableElement::BuildEdges
      71ms  1.48% 39.75%      149ms  3.10%  std::_Rb_tree::_M_copy
      26ms  0.54% 40.30%      149ms  3.10%  std::vector::_M_default_append
       5ms   0.1% 40.40%      148ms  3.08%  vtkDataArray::CreateDataArray
     142ms  2.96% 43.36%      145ms  3.02%  [libz.so.1.3]
       9ms  0.19% 43.54%      142ms  2.96%  AdhesionPottsUpdateRule::EvaluateHamiltonianContribution
         0     0% 43.54%      142ms  2.96%  vtkFloatArray::vtkFloatArray
       7ms  0.15% 43.69%      135ms  2.81%  vtkFloatArray::~vtkFloatArray
       8ms  0.17% 43.86%      133ms  2.77%  vtkTypeFloat64Array::New
      63ms  1.31% 45.17%      129ms  2.69%  std::basic_filebuf::xsputn
      40ms  0.83% 46.00%      128ms  2.67%  std::_Rb_tree::_M_erase
      44ms  0.92% 46.92%      127ms  2.64%  EdgeHelper::GetEdgeFromNodes
       2ms 0.042% 46.96%      124ms  2.58%  vtkDoubleArray::vtkDoubleArray
     115ms  2.39% 49.35%      115ms  2.39%  __GI_sched_yield
      55ms  1.15% 50.50%      113ms  2.35%  std::__ostream_insert
         0     0% 50.50%      113ms  2.35%  vtkIdList::Allocate
         0     0% 50.50%      109ms  2.27%  vtkXMLWriter::WritePointDataAppendedData
     104ms  2.17% 52.67%      104ms  2.17%  __strcmp_avx2
       3ms 0.062% 52.73%      104ms  2.17%  vtkTypeFloat64Array::vtkTypeFloat64Array
      21ms  0.44% 53.17%      100ms  2.08%  vtkObject::vtkObject
       6ms  0.12% 53.29%       93ms  1.94%  _int_free_maybe_consolidate
