File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3916ms, 78.79% of 4970ms total
Dropped 778 nodes (cum <= 24.85ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4765ms 95.88%  __libc_start_call_main
         0     0%     0%     4765ms 95.88%  __libc_start_main_impl
         0     0%     0%     4765ms 95.88%  _start
         0     0%     0%     4742ms 95.41%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4742ms 95.41%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4742ms 95.41%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4742ms 95.41%  main
         0     0%     0%     4702ms 94.61%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4702ms 94.61%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4702ms 94.61%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4691ms 94.39%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4377ms 88.07%  AbstractCellPopulation::WriteResultsToFiles
      19ms  0.38%  0.38%     4127ms 83.04%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.38%     2002ms 40.28%  VertexMeshWriter::WriteVtkUsingMesh
       2ms  0.04%  0.42%     1727ms 34.75%  VertexMeshWriter::MakeVtkMesh
       1ms  0.02%  0.44%     1311ms 26.38%  vtkPolygon::New
       2ms  0.04%  0.48%     1309ms 26.34%  vtkPolygon::vtkPolygon
       2ms  0.04%  0.52%      924ms 18.59%  vtkCell::vtkCell
       1ms  0.02%  0.54%      805ms 16.20%  VertexMeshWriter::WriteFiles
       3ms  0.06%   0.6%      781ms 15.71%  vtkPoints::New
      57ms  1.15%  1.75%      763ms 15.35%  std::ostream::_M_insert
       1ms  0.02%  1.77%      761ms 15.31%  std::ostream::operator<< (inline)
      16ms  0.32%  2.09%      740ms 14.89%  vtkPoints::vtkPoints
      35ms   0.7%  2.80%      664ms 13.36%  operator new
       1ms  0.02%  2.82%      641ms 12.90%  vtkQuad::New
       5ms   0.1%  2.92%      637ms 12.82%  vtkQuad::vtkQuad
     198ms  3.98%  6.90%      636ms 12.80%  __GI___libc_malloc
      53ms  1.07%  7.97%      631ms 12.70%  std::num_put::_M_insert_float
       1ms  0.02%  7.99%      599ms 12.05%  vtkLine::New
         0     0%  7.99%      596ms 11.99%  vtkTriangle::New
         0     0%  7.99%      589ms 11.85%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  7.99%      589ms 11.85%  vtkXMLWriterBase::Write
         0     0%  7.99%      586ms 11.79%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  7.99%      585ms 11.77%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  7.99%      585ms 11.77%  vtkExecutive::CallAlgorithm
      13ms  0.26%  8.25%      585ms 11.77%  vtkTriangle::vtkTriangle
      16ms  0.32%  8.57%      584ms 11.75%  vtkLine::vtkLine
         0     0%  8.57%      583ms 11.73%  vtkCompositeDataPipeline::ExecuteData
         0     0%  8.57%      583ms 11.73%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  8.57%      583ms 11.73%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  8.57%      521ms 10.48%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0%  8.57%      521ms 10.48%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
     151ms  3.04% 11.61%      509ms 10.24%  __GI___libc_free
      14ms  0.28% 11.89%      497ms 10.00%  std::__cxx11::collate::do_transform
      28ms  0.56% 12.45%      480ms  9.66%  vtkPoints::SetDataType
       4ms  0.08% 12.54%      465ms  9.36%  ___vsnprintf
         0     0% 12.54%      461ms  9.28%  __vsnprintf_internal (inline)
      49ms  0.99% 13.52%      456ms  9.18%  __printf_buffer
         0     0% 13.52%      454ms  9.13%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
       1ms  0.02% 13.54%      453ms  9.11%  vtkXMLWriter::WriteBinaryData
         0     0% 13.54%      441ms  8.87%  vtkXMLWriter::WriteBinaryDataBlock
         0     0% 13.54%      441ms  8.87%  vtkXMLWriter::WriteBinaryDataInternal
       2ms  0.04% 13.58%      383ms  7.71%  __printf_fp_spec (inline)
      18ms  0.36% 13.94%      381ms  7.67%  __printf_fp_l_buffer
         0     0% 13.94%      372ms  7.48%  vtkPolygon::~vtkPolygon
     231ms  4.65% 18.59%      369ms  7.42%  _int_malloc
         0     0% 18.59%      368ms  7.40%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
         0     0% 18.59%      365ms  7.34%  VtkMeshWriter::WriteFiles
     230ms  4.63% 23.22%      358ms  7.20%  _int_free
     167ms  3.36% 26.58%      348ms  7.00%  __printf_fp_buffer_1
         0     0% 26.58%      338ms  6.80%  vtkXMLWriter::WritePointsAppendedData
         0     0% 26.58%      305ms  6.14%  OnLatticeSimulation::UpdateCellLocationsAndTopology
       8ms  0.16% 26.74%      305ms  6.14%  PottsBasedCellPopulation::UpdateCellLocations
       4ms  0.08% 26.82%      303ms  6.10%  vtkCell::~vtkCell
      55ms  1.11% 27.93%      299ms  6.02%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
      42ms  0.85% 28.77%      266ms  5.35%  std::__new_allocator::allocate (inline)
         0     0% 28.77%      264ms  5.31%  std::allocator_traits::allocate (inline)
       2ms  0.04% 28.81%      261ms  5.25%  std::__new_allocator::deallocate (inline)
         0     0% 28.81%      258ms  5.19%  std::allocator_traits::deallocate (inline)
         0     0% 28.81%      237ms  4.77%  vtkXMLWriter::WriteCompressionBlock
         0     0% 28.81%      225ms  4.53%  compress2
         0     0% 28.81%      225ms  4.53%  vtkDataCompressor::Compress
         0     0% 28.81%      225ms  4.53%  vtkZLibDataCompressor::CompressBuffer
      71ms  1.43% 30.24%      222ms  4.47%  crc32
         0     0% 30.24%      222ms  4.47%  deflate
      10ms   0.2% 30.44%      214ms  4.31%  vtkBase64OutputStream::Write
      13ms  0.26% 30.70%      204ms  4.10%  vtkBase64OutputStream::EncodeTriplet
       7ms  0.14% 30.85%      192ms  3.86%  vtkPoints::~vtkPoints
      72ms  1.45% 32.29%      188ms  3.78%  std::_Rb_tree::_M_erase
       6ms  0.12% 32.41%      185ms  3.72%  std::_Rb_tree::~_Rb_tree (inline)
       1ms  0.02% 32.43%      183ms  3.68%  std::set::set (inline)
     115ms  2.31% 34.75%      182ms  3.66%  malloc_consolidate
      20ms   0.4% 35.15%      182ms  3.66%  std::_Rb_tree::_Rb_tree
       4ms  0.08% 35.23%      182ms  3.66%  vtkFloatArray::New
         0     0% 35.23%      181ms  3.64%  VertexMesh::~VertexMesh
         0     0% 35.23%      175ms  3.52%  tbb::detail::r1::parallel_pipeline
       6ms  0.12% 35.35%      175ms  3.52%  vtkIdList::AllocateInternal
         0     0% 35.35%      174ms  3.50%  NodeLocationWriter::VisitAnyPopulation
       1ms  0.02% 35.37%      174ms  3.50%  vtkQuad::~vtkQuad
      64ms  1.29% 36.66%      172ms  3.46%  std::ostream::write
         0     0% 36.66%      168ms  3.38%  clone3
         0     0% 36.66%      168ms  3.38%  start_thread
         0     0% 36.66%      167ms  3.36%  tbb::detail::r1::reset
      71ms  1.43% 38.09%      167ms  3.36%  tbb::detail::r1::wait_bounded_queue_monitor
         0     0% 38.09%      160ms  3.22%  vtkLine::GetParametricCenter
       2ms  0.04% 38.13%      158ms  3.18%  NodesOnlyMesh::ConstructNodesWithoutMesh
       1ms  0.02% 38.15%      158ms  3.18%  VertexMesh::VertexMesh
       5ms   0.1% 38.25%      158ms  3.18%  std::_Vector_base::_M_deallocate (inline)
       9ms  0.18% 38.43%      158ms  3.18%  std::vector::_M_default_append
       3ms  0.06% 38.49%      157ms  3.16%  vtkFloatArray::vtkFloatArray
       1ms  0.02% 38.51%      156ms  3.14%  vtkTriangle::~vtkTriangle
       2ms  0.04% 38.55%      153ms  3.08%  vtkDataArray::CreateDataArray
         0     0% 38.55%      152ms  3.06%  std::_Rb_tree::_M_create_node (inline)
       1ms  0.02% 38.57%      151ms  3.04%  AdhesionPottsUpdateRule::EvaluateHamiltonianContribution
       4ms  0.08% 38.65%      149ms  3.00%  vtkTypeFloat64Array::~vtkTypeFloat64Array
       1ms  0.02% 38.67%      147ms  2.96%  vtkDoubleArray::vtkDoubleArray
       1ms  0.02% 38.69%      144ms  2.90%  VertexMesh::GenerateEdgesFromElements (inline)
       1ms  0.02% 38.71%      144ms  2.90%  std::vector::~vector (inline)
       9ms  0.18% 38.89%      143ms  2.88%  MutableElement::BuildEdges
         0     0% 38.89%      143ms  2.88%  std::_Rb_tree::_M_get_node (inline)
         0     0% 38.89%      141ms  2.84%  std::_Rb_tree::_Alloc_node::operator() (inline)
       3ms  0.06% 38.95%      138ms  2.78%  vtkTypeFloat64Array::New
      69ms  1.39% 40.34%      137ms  2.76%  std::__ostream_insert
     133ms  2.68% 43.02%      134ms  2.70%  [libz.so.1.3]
       8ms  0.16% 43.18%      134ms  2.70%  std::_Rb_tree::_M_copy (inline)
         0     0% 43.18%      132ms  2.66%  std::operator<< (inline)
         0     0% 43.18%      132ms  2.66%  std::set::~set (inline)
         0     0% 43.18%      131ms  2.64%  EdgeHelper::~EdgeHelper (inline)
       5ms   0.1% 43.28%      129ms  2.60%  vtkFloatArray::~vtkFloatArray
      55ms  1.11% 44.39%      126ms  2.54%  std::basic_filebuf::xsputn
      30ms   0.6% 44.99%      126ms  2.54%  vtkObject::vtkObject
       2ms  0.04% 45.03%      124ms  2.49%  vtkIdList::Allocate
