File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 4031ms, 79.85% of 5048ms total
Dropped 786 nodes (cum <= 25.24ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4849ms 96.06%  __libc_start_call_main
         0     0%     0%     4849ms 96.06%  __libc_start_main_impl
         0     0%     0%     4849ms 96.06%  _start
         0     0%     0%     4829ms 95.66%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4829ms 95.66%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4829ms 95.66%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4829ms 95.66%  main
         0     0%     0%     4787ms 94.83%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4787ms 94.83%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4787ms 94.83%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4775ms 94.59%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4404ms 87.24%  AbstractCellPopulation::WriteResultsToFiles
      17ms  0.34%  0.34%     4186ms 82.92%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.34%     2083ms 41.26%  VertexMeshWriter::WriteVtkUsingMesh
       2ms  0.04%  0.38%     1710ms 33.87%  VertexMeshWriter::MakeVtkMesh
       1ms  0.02%   0.4%     1239ms 24.54%  vtkPolygon::New
       1ms  0.02%  0.42%     1237ms 24.50%  vtkPolygon::vtkPolygon
       7ms  0.14%  0.55%      861ms 17.06%  vtkCell::vtkCell
       2ms  0.04%  0.59%      731ms 14.48%  vtkPoints::New
         0     0%  0.59%      709ms 14.05%  VertexMeshWriter::WriteFiles
       1ms  0.02%  0.61%      698ms 13.83%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  0.61%      698ms 13.83%  vtkXMLWriterBase::Write
      12ms  0.24%  0.85%      693ms 13.73%  vtkPoints::vtkPoints
         0     0%  0.85%      692ms 13.71%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  0.85%      684ms 13.55%  vtkExecutive::CallAlgorithm
         0     0%  0.85%      683ms 13.53%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  0.85%      679ms 13.45%  vtkCompositeDataPipeline::ExecuteData
         0     0%  0.85%      679ms 13.45%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  0.85%      679ms 13.45%  vtkXMLUnstructuredDataWriter::ProcessRequest
      37ms  0.73%  1.58%      667ms 13.21%  operator new
      62ms  1.23%  2.81%      662ms 13.11%  std::ostream::_M_insert
         0     0%  2.81%      658ms 13.03%  std::ostream::operator<< (inline)
     175ms  3.47%  6.28%      643ms 12.74%  __GI___libc_malloc
         0     0%  6.28%      600ms 11.89%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0%  6.28%      600ms 11.89%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
       1ms  0.02%  6.30%      553ms 10.95%  vtkQuad::New
         0     0%  6.30%      552ms 10.94%  vtkTriangle::New
       2ms  0.04%  6.34%      548ms 10.86%  vtkQuad::vtkQuad
       2ms  0.04%  6.38%      542ms 10.74%  vtkLine::New
       5ms 0.099%  6.48%      542ms 10.74%  vtkTriangle::vtkTriangle
         0     0%  6.48%      542ms 10.74%  vtkXMLWriter::WriteBinaryData
         0     0%  6.48%      538ms 10.66%  vtkXMLWriter::WriteBinaryDataBlock
         0     0%  6.48%      538ms 10.66%  vtkXMLWriter::WriteBinaryDataInternal
     127ms  2.52%  8.99%      526ms 10.42%  __GI___libc_free
       9ms  0.18%  9.17%      526ms 10.42%  vtkLine::vtkLine
      49ms  0.97% 10.14%      520ms 10.30%  std::num_put::_M_insert_float
         0     0% 10.14%      503ms  9.96%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
      28ms  0.55% 10.70%      437ms  8.66%  vtkPoints::SetDataType
      15ms   0.3% 10.99%      405ms  8.02%  std::__cxx11::collate::do_transform
         0     0% 10.99%      402ms  7.96%  vtkPolygon::~vtkPolygon
         0     0% 10.99%      396ms  7.84%  vtkXMLWriter::WritePointsAppendedData
     242ms  4.79% 15.79%      394ms  7.81%  _int_free
     252ms  4.99% 20.78%      383ms  7.59%  _int_malloc
         0     0% 20.78%      380ms  7.53%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
         0     0% 20.78%      380ms  7.53%  VtkMeshWriter::WriteFiles
       4ms 0.079% 20.86%      379ms  7.51%  ___vsnprintf
       1ms  0.02% 20.88%      375ms  7.43%  __vsnprintf_internal (inline)
      60ms  1.19% 22.07%      367ms  7.27%  __printf_buffer
         0     0% 22.07%      365ms  7.23%  OnLatticeSimulation::UpdateCellLocationsAndTopology
       4ms 0.079% 22.15%      365ms  7.23%  PottsBasedCellPopulation::UpdateCellLocations
       8ms  0.16% 22.31%      307ms  6.08%  vtkCell::~vtkCell
       5ms 0.099% 22.40%      301ms  5.96%  vtkBase64OutputStream::Write
      33ms  0.65% 23.06%      291ms  5.76%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
      14ms  0.28% 23.34%      291ms  5.76%  vtkBase64OutputStream::EncodeTriplet
       2ms  0.04% 23.38%      288ms  5.71%  std::__new_allocator::deallocate (inline)
         0     0% 23.38%      288ms  5.71%  std::allocator_traits::deallocate (inline)
      15ms   0.3% 23.67%      274ms  5.43%  __printf_fp_l_buffer
         0     0% 23.67%      274ms  5.43%  __printf_fp_spec (inline)
      45ms  0.89% 24.56%      270ms  5.35%  std::__new_allocator::allocate (inline)
         0     0% 24.56%      269ms  5.33%  std::allocator_traits::allocate (inline)
      66ms  1.31% 25.87%      250ms  4.95%  std::ostream::write
     100ms  1.98% 27.85%      243ms  4.81%  __printf_fp_buffer_1
