File: TestChasteBuildInfo
Type: cpu
Showing nodes accounting for 31ms, 100% of 31ms total
      flat  flat%   sum%        cum   cum%
         0     0%     0%       30ms 96.77%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%       30ms 96.77%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%       30ms 96.77%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%       30ms 96.77%  __libc_start_call_main
         0     0%     0%       30ms 96.77%  __libc_start_main_impl
         0     0%     0%       30ms 96.77%  _start
         0     0%     0%       30ms 96.77%  main
         0     0%     0%       28ms 90.32%  CxxTest::RealWorldDescription::setUp
         0     0%     0%       28ms 90.32%  PetscInitialize
         0     0%     0%       28ms 90.32%  PetscSetup::setUpWorld
         0     0%     0%       28ms 90.32%  PetscSetupUtils::CommonSetup
         0     0%     0%       28ms 90.32%  PetscSetupUtils::InitialisePetsc
         0     0%     0%       27ms 87.10%  PMPI_Init_thread
         0     0%     0%       27ms 87.10%  ompi_mpi_init
         0     0%     0%       25ms 80.65%  <unknown>
         0     0%     0%       17ms 54.84%  orte_init
         0     0%     0%       13ms 41.94%  mca_base_framework_open
         0     0%     0%       13ms 41.94%  mca_base_framework_register
         0     0%     0%       12ms 38.71%  mca_base_framework_components_register
         0     0%     0%       11ms 35.48%  __GI__dl_catch_exception
         0     0%     0%       11ms 35.48%  ___dlopen
         0     0%     0%       11ms 35.48%  _dl_catch_error
         0     0%     0%       11ms 35.48%  _dl_open
         0     0%     0%       11ms 35.48%  _dlerror_run
         0     0%     0%       11ms 35.48%  dl_open_worker
         0     0%     0%       11ms 35.48%  dlopen_doit
         0     0%     0%       11ms 35.48%  dlopen_implementation (inline)
         0     0%     0%       10ms 32.26%  hwloc_topology_load
         0     0%     0%       10ms 32.26%  mca_base_component_find
         0     0%     0%       10ms 32.26%  mca_base_component_repository_open
         0     0%     0%       10ms 32.26%  opal_stackframe_output
         0     0%     0%        9ms 29.03%  hwloc_linux_get_tid_last_cpu_location
         0     0%     0%        8ms 25.81%  dl_open_worker_begin
       5ms 16.13% 16.13%        5ms 16.13%  __GI___libc_read
         0     0% 16.13%        5ms 16.13%  mca_base_framework_components_open
         0     0% 16.13%        5ms 16.13%  mca_topo_base_dist_graph_neighbors_count
         0     0% 16.13%        4ms 12.90%  _dl_map_object
         0     0% 16.13%        4ms 12.90%  orte_ess_base_proc_binding
       3ms  9.68% 25.81%        3ms  9.68%  __GI___clock_nanosleep
         0     0% 25.81%        3ms  9.68%  __GI___nanosleep
         0     0% 25.81%        3ms  9.68%  _dl_init
         0     0% 25.81%        3ms  9.68%  _dl_map_object_deps
         0     0% 25.81%        3ms  9.68%  _dl_map_object_from_fd
         0     0% 25.81%        3ms  9.68%  _dl_map_segments (inline)
         0     0% 25.81%        3ms  9.68%  _dl_open_relocate_one_object (inline)
         0     0% 25.81%        3ms  9.68%  _dl_relocate_object
         0     0% 25.81%        3ms  9.68%  call_init (inline)
         0     0% 25.81%        3ms  9.68%  elf_dynamic_do_Rela (inline)
         0     0% 25.81%        3ms  9.68%  mca_base_var_group_register
         0     0% 25.81%        3ms  9.68%  mca_base_var_register
       3ms  9.68% 35.48%        3ms  9.68%  memset
         0     0% 35.48%        3ms  9.68%  opal_hwloc_base_get_topology
         0     0% 35.48%        3ms  9.68%  usleep
         0     0% 35.48%        2ms  6.45%  CxxTest::RealWorldDescription::tearDown
         0     0% 35.48%        2ms  6.45%  PetscFinalize
         0     0% 35.48%        2ms  6.45%  PetscSetup::tearDownWorld
         0     0% 35.48%        2ms  6.45%  PetscSetupUtils::CommonFinalize
         0     0% 35.48%        2ms  6.45%  [hwloc_pci.so]
         0     0% 35.48%        2ms  6.45%  [libpciaccess.so.0.11.1]
       2ms  6.45% 41.94%        2ms  6.45%  __strlen_evex
         0     0% 41.94%        2ms  6.45%  _dl_lookup_symbol_x
       2ms  6.45% 48.39%        2ms  6.45%  do_lookup_x
