File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3925ms, 78.70% of 4987ms total
Dropped 763 nodes (cum <= 24.93ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4770ms 95.65%  __libc_start_call_main
         0     0%     0%     4770ms 95.65%  __libc_start_main_impl
         0     0%     0%     4770ms 95.65%  _start
         0     0%     0%     4752ms 95.29%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4752ms 95.29%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4752ms 95.29%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4752ms 95.29%  main
         0     0%     0%     4710ms 94.45%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4710ms 94.45%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4709ms 94.43%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4697ms 94.18%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4322ms 86.67%  AbstractCellPopulation::WriteResultsToFiles
      15ms   0.3%   0.3%     4101ms 82.23%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%   0.3%     2007ms 40.24%  VertexMeshWriter::WriteVtkUsingMesh
       1ms  0.02%  0.32%     1707ms 34.23%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.32%     1220ms 24.46%  vtkPolygon::New
       1ms  0.02%  0.34%     1218ms 24.42%  vtkPolygon::vtkPolygon
       6ms  0.12%  0.46%      865ms 17.35%  vtkCell::vtkCell
       3ms  0.06%  0.52%      723ms 14.50%  vtkPoints::New
       2ms  0.04%  0.56%      706ms 14.16%  VertexMeshWriter::WriteFiles
      11ms  0.22%  0.78%      678ms 13.60%  vtkPoints::vtkPoints
      30ms   0.6%  1.38%      628ms 12.59%  operator new
         0     0%  1.38%      627ms 12.57%  std::ostream::operator<< (inline)
      49ms  0.98%  2.37%      624ms 12.51%  std::ostream::_M_insert
         0     0%  2.37%      614ms 12.31%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  2.37%      614ms 12.31%  vtkXMLWriterBase::Write
       1ms  0.02%  2.39%      609ms 12.21%  vtkStreamingDemandDrivenPipeline::ProcessRequest
       1ms  0.02%  2.41%      607ms 12.17%  vtkDemandDrivenPipeline::ProcessRequest
     174ms  3.49%  5.90%      606ms 12.15%  __GI___libc_malloc
         0     0%  5.90%      604ms 12.11%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  5.90%      603ms 12.09%  vtkExecutive::CallAlgorithm
         0     0%  5.90%      602ms 12.07%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  5.90%      601ms 12.05%  vtkCompositeDataPipeline::ExecuteData
       3ms  0.06%  5.96%      565ms 11.33%  vtkLine::New
       2ms  0.04%  6.00%      562ms 11.27%  vtkQuad::New
       2ms  0.04%  6.04%      557ms 11.17%  vtkQuad::vtkQuad
       8ms  0.16%  6.20%      542ms 10.87%  vtkLine::vtkLine
         0     0%  6.20%      519ms 10.41%  vtkTriangle::New
         0     0%  6.20%      517ms 10.37%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0%  6.20%      517ms 10.37%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
       3ms  0.06%  6.26%      512ms 10.27%  vtkTriangle::vtkTriangle
      47ms  0.94%  7.20%      504ms 10.11%  std::num_put::_M_insert_float
     136ms  2.73%  9.93%      501ms 10.05%  __GI___libc_free
         0     0%  9.93%      457ms  9.16%  vtkXMLWriter::WriteBinaryData
         0     0%  9.93%      449ms  9.00%  vtkXMLWriter::WriteBinaryDataBlock
         0     0%  9.93%      449ms  9.00%  vtkXMLWriter::WriteBinaryDataInternal
         0     0%  9.93%      447ms  8.96%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
      25ms   0.5% 10.43%      416ms  8.34%  vtkPoints::SetDataType
         0     0% 10.43%      413ms  8.28%  vtkPolygon::~vtkPolygon
      13ms  0.26% 10.69%      399ms  8.00%  std::__cxx11::collate::do_transform
         0     0% 10.69%      377ms  7.56%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
         0     0% 10.69%      376ms  7.54%  VtkMeshWriter::WriteFiles
       3ms  0.06% 10.75%      375ms  7.52%  ___vsnprintf
         0     0% 10.75%      372ms  7.46%  __vsnprintf_internal (inline)
      56ms  1.12% 11.87%      367ms  7.36%  __printf_buffer
         0     0% 11.87%      366ms  7.34%  OnLatticeSimulation::UpdateCellLocationsAndTopology
       1ms  0.02% 11.89%      366ms  7.34%  PottsBasedCellPopulation::UpdateCellLocations
     221ms  4.43% 16.32%      362ms  7.26%  _int_free
     237ms  4.75% 21.07%      362ms  7.26%  _int_malloc
         0     0% 21.07%      338ms  6.78%  vtkXMLWriter::WritePointsAppendedData
       5ms   0.1% 21.18%      323ms  6.48%  vtkCell::~vtkCell
       1ms  0.02% 21.20%      283ms  5.67%  __printf_fp_spec (inline)
      18ms  0.36% 21.56%      282ms  5.65%  __printf_fp_l_buffer
      41ms  0.82% 22.38%      275ms  5.51%  std::__new_allocator::allocate (inline)
         0     0% 22.38%      273ms  5.47%  std::allocator_traits::allocate (inline)
      50ms  1.00% 23.38%      271ms  5.43%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
       1ms  0.02% 23.40%      261ms  5.23%  std::__new_allocator::deallocate (inline)
         0     0% 23.40%      258ms  5.17%  std::allocator_traits::deallocate (inline)
     124ms  2.49% 25.89%      250ms  5.01%  __printf_fp_buffer_1
