File: TestRepresentative3dNodeBasedSimulation
Type: cpu
Showing nodes accounting for 22607ms, 91.52% of 24703ms total
Dropped 605 nodes (cum <= 123.52ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%    24576ms 99.49%  __libc_start_main_impl
         0     0%     0%    24576ms 99.49%  _start
         0     0%     0%    24575ms 99.48%  __libc_start_call_main
         0     0%     0%    24557ms 99.41%  main
         0     0%     0%    24519ms 99.26%  Test3dTissueRepresentativeSimulation::Test3dNodeBasedInBoxWithSloughing
         0     0%     0%    24510ms 99.22%  AbstractCellBasedSimulation::Solve
      54ms  0.22%  0.22%    14096ms 57.06%  OffLatticeSimulation::UpdateCellLocationsAndTopology
         0     0%  0.22%     9191ms 37.21%  AbstractCellBasedSimulation::UpdateCellPopulation
       6ms 0.024%  0.24%     9058ms 36.67%  ForwardEulerNumericalMethod::UpdateAllNodePositions
      35ms  0.14%  0.38%     8875ms 35.93%  AbstractNumericalMethod::ComputeForcesIncludingDamping
    1959ms  7.93%  8.31%     8196ms 33.18%  RepulsionForce::AddForceContribution
         0     0%  8.31%     8155ms 33.01%  NodeBasedCellPopulation::Update
      11ms 0.045%  8.36%     6038ms 24.44%  DistributedBoxCollection::CalculateInteriorNodePairs
         0     0%  8.36%     4709ms 19.06%  OffLatticeSimulation::ApplyBoundaries
    2041ms  8.26% 16.62%     4620ms 18.70%  NodeAttributes::RemoveDuplicateNeighbours
     276ms  1.12% 17.74%     4065ms 16.46%  GeneralisedLinearSpringForce::CalculateForceBetweenNodes
     327ms  1.32% 19.06%     2782ms 11.26%  AbstractCentreBasedCellPopulation::IsCellAssociatedWithADeletedLocation
    2566ms 10.39% 29.45%     2566ms 10.39%  std::__introsort_loop
     159ms  0.64% 30.09%     2528ms 10.23%  PlaneBoundaryCondition::ImposeBoundaryCondition
     156ms  0.63% 30.73%     2484ms 10.06%  AbstractMesh::GetNode
      64ms  0.26% 30.98%     2472ms 10.01%  NodesOnlyMesh::GetNodeOrHaloNode
    2332ms  9.44% 40.42%     2332ms  9.44%  NodesOnlyMesh::SolveNodeMapping
    1215ms  4.92% 45.34%     2275ms  9.21%  AbstractCellPopulation::GetLocationIndexUsingCell
     191ms  0.77% 46.12%     2181ms  8.83%  PlaneBoundaryCondition::VerifyBoundaryCondition
    2069ms  8.38% 54.49%     2113ms  8.55%  std::map::operator[]
     310ms  1.25% 55.75%     2030ms  8.22%  DistributedBoxCollection::AddPairsFromBox
     122ms  0.49% 56.24%     1736ms  7.03%  AbstractCellPopulation::GetCellUsingLocationIndex
      29ms  0.12% 56.36%     1709ms  6.92%  NodeBasedCellPopulation::GetCellUsingLocationIndex
         0     0% 56.36%     1213ms  4.91%  NodeBasedCellPopulation::UpdateCellProcessLocation
      18ms 0.073% 56.43%     1112ms  4.50%  DistributedBoxCollection::CalculateBoundaryNodePairs
     283ms  1.15% 57.58%      942ms  3.81%  __dynamic_cast
      94ms  0.38% 57.96%      940ms  3.81%  AbstractCentreBasedCellPopulation::GetLocationOfCellCentre
     168ms  0.68% 58.64%      892ms  3.61%  AbstractMesh::GetVectorFromAtoB
     779ms  3.15% 61.79%      781ms  3.16%  NodeAttributes::AddNeighbour
     407ms  1.65% 63.44%      777ms  3.15%  DistributedBoxCollection::CalculateContainingBox
     757ms  3.06% 66.50%      757ms  3.06%  __memcpy_avx_unaligned_erms
         0     0% 66.50%      734ms  2.97%  AbstractCellPopulation::WriteResultsToFiles
     471ms  1.91% 68.41%      724ms  2.93%  boost::numeric::ublas::indexing_vector_assign
     607ms  2.46% 70.87%      607ms  2.46%  std::_Rb_tree_increment
       9ms 0.036% 70.90%      594ms  2.40%  AbstractCentreBasedCellPopulation::GetDampingConstant
      61ms  0.25% 71.15%      563ms  2.28%  AbstractCellBasedSimulation::DoCellBirth
     554ms  2.24% 73.39%      554ms  2.24%  boost::numeric::ublas::same_impl_ex
     275ms  1.11% 74.51%      540ms  2.19%  __cxxabiv1::__si_class_type_info::__do_dyncast
     519ms  2.10% 76.61%      519ms  2.10%  boost::numeric::ublas::c_vector::operator()
     292ms  1.18% 77.79%      514ms  2.08%  std::_Rb_tree::_M_copy
      28ms  0.11% 77.90%      488ms  1.98%  operator new
      13ms 0.053% 77.95%      486ms  1.97%  NodeBasedCellPopulation::WriteVtkResultsToFile
      54ms  0.22% 78.17%      463ms  1.87%  std::_Rb_tree::_Rb_tree
      46ms  0.19% 78.36%      459ms  1.86%  PlaneBasedCellKiller::CheckAndLabelCellsForApoptosisOrDeath
     137ms  0.55% 78.91%      450ms  1.82%  __GI___libc_malloc
     145ms  0.59% 79.50%      431ms  1.74%  std::_Rb_tree::_M_erase
     427ms  1.73% 81.23%      427ms  1.73%  __strcmp_avx2
      33ms  0.13% 81.36%      421ms  1.70%  Cell::GetMutationState
     254ms  1.03% 82.39%      366ms  1.48%  boost::numeric::ublas::vector_scalar_binary::evaluate
         0     0% 82.39%      365ms  1.48%  NodesOnlyMesh::ReMesh
     131ms  0.53% 82.92%      357ms  1.45%  NodesOnlyMesh::UpdateNodeIndices
