File: TestMonodomainSlabLong
Type: cpu
Showing nodes accounting for 12965ms, 87.58% of 14804ms total
Dropped 650 nodes (cum <= 74.02ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%    14795ms 99.94%  __libc_start_call_main
         0     0%     0%    14795ms 99.94%  __libc_start_main_impl
         0     0%     0%    14795ms 99.94%  _start
         0     0%     0%    14792ms 99.92%  main
         0     0%     0%    14753ms 99.66%  TestMonodomainSlabLong::TestMonodomainSlabLongWithCornerNodesStimulated
       1ms 0.0068% 0.0068%    14731ms 99.51%  AbstractCardiacProblem::Solve
       3ms  0.02% 0.027%    11415ms 77.11%  AbstractDynamicLinearPdeSolver::Solve
     188ms  1.27%  1.30%     8982ms 60.67%  AbstractCardiacTissue::SolveCellSystems
     130ms  0.88%  2.18%     5384ms 36.37%  AbstractCardiacCell::ComputeExceptVoltage
     160ms  1.08%  3.26%     4727ms 31.93%  AbstractOneStepIvpOdeSolver::InternalSolve
     177ms  1.20%  4.45%     4026ms 27.20%  EulerIvpOdeSolver::CalculateNextYValue
     854ms  5.77% 10.22%     3824ms 25.83%  CellLuoRudy1991FromCellML::EvaluateYDerivatives
    1765ms 11.92% 22.14%     3522ms 23.79%  __GI___exp
       1ms 0.0068% 22.15%     3245ms 21.92%  MonodomainProblem::WriteOneStep
       1ms 0.0068% 22.16%     3089ms 20.87%  Hdf5DataWriter::PutVector
       2ms 0.014% 22.17%     3082ms 20.82%  H5Dwrite
       2ms 0.014% 22.18%     3050ms 20.60%  H5D__write
     868ms  5.86% 28.05%     2695ms 18.20%  CellLuoRudy1991FromCellML::GetIIonic
         0     0% 28.05%     1892ms 12.78%  H5D__chunk_collective_write
      20ms  0.14% 28.18%     1892ms 12.78%  H5F_set_coll_metadata_reads
      16ms  0.11% 28.29%     1697ms 11.46%  H5FD_s3comms_uriencode
    1326ms  8.96% 37.25%     1679ms 11.34%  __ieee754_exp_fma
       3ms  0.02% 37.27%     1650ms 11.15%  LinearSystem::Solve
         0     0% 37.27%     1536ms 10.38%  KSPSolve
       1ms 0.0068% 37.27%     1536ms 10.38%  KSPSolve_Private
       9ms 0.061% 37.33%     1530ms 10.34%  KSPSolve_CG
      47ms  0.32% 37.65%     1353ms  9.14%  <unknown>
         0     0% 37.65%     1341ms  9.06%  H5F_block_write
       1ms 0.0068% 37.66%     1341ms  9.06%  H5PB_write
         0     0% 37.66%     1340ms  9.05%  H5FD_write
