File: TestMonodomainSlabLong
Type: cpu
Showing nodes accounting for 8619ms, 85.24% of 10112ms total
Dropped 663 nodes (cum <= 50.56ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%    10106ms 99.94%  __libc_start_call_main
         0     0%     0%    10106ms 99.94%  __libc_start_main_impl
         0     0%     0%    10106ms 99.94%  _start
         0     0%     0%    10104ms 99.92%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%    10104ms 99.92%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%    10104ms 99.92%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%    10104ms 99.92%  main
         0     0%     0%    10069ms 99.57%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%    10069ms 99.57%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%    10068ms 99.56%  TestMonodomainSlabLong::TestMonodomainSlabLongWithCornerNodesStimulated
         0     0%     0%    10054ms 99.43%  AbstractCardiacProblem::Solve
         0     0%     0%     7344ms 72.63%  AbstractDynamicLinearPdeSolver::Solve
      28ms  0.28%  0.28%     4725ms 46.73%  AbstractCardiacTissue::SolveCellSystems
      33ms  0.33%   0.6%     2884ms 28.52%  AbstractCardiacCell::ComputeExceptVoltage
         0     0%   0.6%     2650ms 26.21%  MonodomainProblem::WriteOneStep
      39ms  0.39%  0.99%     2584ms 25.55%  AbstractOneStepIvpOdeSolver::InternalSolve
       2ms  0.02%  1.01%     2522ms 24.94%  Hdf5DataWriter::PutVector
       2ms  0.02%  1.03%     2518ms 24.90%  H5Dwrite
       5ms 0.049%  1.08%     2505ms 24.77%  H5D__write
      66ms  0.65%  1.73%     2317ms 22.91%  EulerIvpOdeSolver::CalculateNextYValue
     560ms  5.54%  7.27%     2233ms 22.08%  CellLuoRudy1991FromCellML::EvaluateYDerivatives
       3ms  0.03%  7.30%     2000ms 19.78%  LinearSystem::Solve
       1ms 0.0099%  7.31%     1901ms 18.80%  KSPSolve
       5ms 0.049%  7.36%     1900ms 18.79%  KSPSolve_Private
       5ms 0.049%  7.41%     1892ms 18.71%  KSPSolve_CG
     702ms  6.94% 14.35%     1806ms 17.86%  __GI___exp
      55ms  0.54% 14.89%     1451ms 14.35%  AbstractCardiacTissue::UpdateCaches (inline)
     359ms  3.55% 18.44%     1353ms 13.38%  CellLuoRudy1991FromCellML::GetIIonic
       1ms 0.0099% 18.45%     1288ms 12.74%  H5D__chunk_collective_write
       8ms 0.079% 18.53%     1287ms 12.73%  H5F_set_coll_metadata_reads
      22ms  0.22% 18.75%     1171ms 11.58%  H5FD_s3comms_uriencode
      10ms 0.099% 18.85%     1128ms 11.16%  H5D__chunk_cacheable
         0     0% 18.85%     1115ms 11.03%  PCApply
       1ms 0.0099% 18.86%     1109ms 10.97%  PCApply_BJacobi_Singleblock
       1ms 0.0099% 18.87%     1080ms 10.68%  KSPSolve_PREONLY
       1ms 0.0099% 18.88%     1074ms 10.62%  MatSolve
         0     0% 18.88%     1074ms 10.62%  PCApply_ICC
    1061ms 10.49% 29.37%     1073ms 10.61%  MatSolve_SeqSBAIJ_1_NaturalOrdering
     361ms  3.57% 32.94%      984ms  9.73%  H5S_select_iterate
     944ms  9.34% 42.28%      944ms  9.34%  __ieee754_exp_fma
      21ms  0.21% 42.48%      839ms  8.30%  <unknown>
         0     0% 42.48%      832ms  8.23%  H5F_block_write
       3ms  0.03% 42.51%      832ms  8.23%  H5PB_write
         0     0% 42.51%      829ms  8.20%  H5FD_write
         0     0% 42.51%      829ms  8.20%  H5F__accum_write
         0     0% 42.51%      759ms  7.51%  H5D__mpio_select_write
       1ms 0.0099% 42.52%      738ms  7.30%  MatMult
     736ms  7.28% 49.80%      737ms  7.29%  MatMult_SeqAIJ
       1ms 0.0099% 49.81%      732ms  7.24%  KSP_PCApply.lto_priv.7
         0     0% 49.81%      703ms  6.95%  PMPI_File_write_at_all
     690ms  6.82% 56.64%      691ms  6.83%  __GI_pwritev64
      66ms  0.65% 57.29%      629ms  6.22%  H5D__chunk_set_sizes
     190ms  1.88% 59.17%      606ms  5.99%  MonodomainSolver::SetupLinearSystem
      19ms  0.19% 59.36%      581ms  5.75%  std::pow (inline)
      30ms   0.3% 59.65%      556ms  5.50%  __pow
      38ms  0.38% 60.03%      519ms  5.13%  __ieee754_pow_fma
       3ms  0.03% 60.06%      464ms  4.59%  KSPConvergedDefault
      49ms  0.48% 60.54%      412ms  4.07%  H5S_mpio_space_type
         0     0% 60.54%      390ms  3.86%  KSP_PCApply
     359ms  3.55% 64.09%      359ms  3.55%  [libchaste_heart.so]
     203ms  2.01% 66.10%      292ms  2.89%  CellLuoRudy1991FromCellML::VerifyStateVariables
      26ms  0.26% 66.36%      258ms  2.55%  H5VM_chunk_index
     244ms  2.41% 68.77%      244ms  2.41%  log_inline (inline)
     205ms  2.03% 70.80%      230ms  2.27%  exp_inline (inline)
      91ms   0.9% 71.70%      208ms  2.06%  __GI___libc_malloc
     198ms  1.96% 73.66%      198ms  1.96%  H5VM_chunk_index_scaled
     180ms  1.78% 75.44%      180ms  1.78%  [libm.so.6]
