File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3871ms, 78.27% of 4946ms total
Dropped 764 nodes (cum <= 24.73ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4681ms 94.64%  __libc_start_call_main
         0     0%     0%     4681ms 94.64%  __libc_start_main_impl
         0     0%     0%     4681ms 94.64%  _start
         0     0%     0%     4665ms 94.32%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4665ms 94.32%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4665ms 94.32%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4665ms 94.32%  main
         0     0%     0%     4624ms 93.49%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4624ms 93.49%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4623ms 93.47%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4613ms 93.27%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4293ms 86.80%  AbstractCellPopulation::WriteResultsToFiles
      12ms  0.24%  0.24%     4068ms 82.25%  PottsBasedCellPopulation::WriteVtkResultsToFile
       1ms  0.02%  0.26%     1962ms 39.67%  VertexMeshWriter::WriteVtkUsingMesh
       1ms  0.02%  0.28%     1687ms 34.11%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.28%     1244ms 25.15%  vtkPolygon::New
       1ms  0.02%   0.3%     1242ms 25.11%  vtkPolygon::vtkPolygon
       7ms  0.14%  0.44%      914ms 18.48%  vtkCell::vtkCell
       2ms  0.04%  0.49%      789ms 15.95%  vtkPoints::New
       2ms  0.04%  0.53%      776ms 15.69%  VertexMeshWriter::WriteFiles
      54ms  1.09%  1.62%      766ms 15.49%  std::ostream::_M_insert
       1ms  0.02%  1.64%      758ms 15.33%  std::ostream::operator<< (inline)
      11ms  0.22%  1.86%      744ms 15.04%  vtkPoints::vtkPoints
      50ms  1.01%  2.87%      641ms 12.96%  std::num_put::_M_insert_float
      37ms  0.75%  3.62%      635ms 12.84%  operator new
       1ms  0.02%  3.64%      619ms 12.52%  vtkQuad::New
       5ms   0.1%  3.74%      618ms 12.49%  vtkQuad::vtkQuad
     193ms  3.90%  7.64%      610ms 12.33%  __GI___libc_malloc
         0     0%  7.64%      585ms 11.83%  vtkDemandDrivenPipeline::ProcessRequest
       1ms  0.02%  7.66%      585ms 11.83%  vtkLine::New
         0     0%  7.66%      585ms 11.83%  vtkStreamingDemandDrivenPipeline::Update
