File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 4020ms, 80.51% of 4993ms total
Dropped 763 nodes (cum <= 24.96ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4744ms 95.01%  __libc_start_call_main
         0     0%     0%     4744ms 95.01%  __libc_start_main_impl
         0     0%     0%     4744ms 95.01%  _start
         0     0%     0%     4728ms 94.69%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4728ms 94.69%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4728ms 94.69%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4728ms 94.69%  main
         0     0%     0%     4689ms 93.91%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4689ms 93.91%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4689ms 93.91%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4679ms 93.71%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4359ms 87.30%  AbstractCellPopulation::WriteResultsToFiles
      19ms  0.38%  0.38%     4119ms 82.50%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.38%     1973ms 39.52%  VertexMeshWriter::WriteVtkUsingMesh
         0     0%  0.38%     1693ms 33.91%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.38%     1264ms 25.32%  vtkPolygon::New
       4ms  0.08%  0.46%     1264ms 25.32%  vtkPolygon::vtkPolygon
       4ms  0.08%  0.54%      890ms 17.82%  vtkCell::vtkCell
         0     0%  0.54%      799ms 16.00%  VertexMeshWriter::WriteFiles
      47ms  0.94%  1.48%      777ms 15.56%  std::ostream::_M_insert
       2ms  0.04%  1.52%      777ms 15.56%  std::ostream::operator<< (inline)
       2ms  0.04%  1.56%      759ms 15.20%  vtkPoints::New
      11ms  0.22%  1.78%      716ms 14.34%  vtkPoints::vtkPoints
      45ms   0.9%  2.68%      663ms 13.28%  operator new
      49ms  0.98%  3.67%      642ms 12.86%  std::num_put::_M_insert_float
     185ms  3.71%  7.37%      630ms 12.62%  __GI___libc_malloc
         0     0%  7.37%      598ms 11.98%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  7.37%      598ms 11.98%  vtkXMLWriterBase::Write
         0     0%  7.37%      593ms 11.88%  vtkDemandDrivenPipeline::ProcessRequest
       1ms  0.02%  7.39%      593ms 11.88%  vtkStreamingDemandDrivenPipeline::ProcessRequest
       2ms  0.04%  7.43%      592ms 11.86%  vtkLine::New
       1ms  0.02%  7.45%      588ms 11.78%  vtkCompositeDataPipeline::ExecuteData
         0     0%  7.45%      588ms 11.78%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  7.45%      588ms 11.78%  vtkExecutive::CallAlgorithm
         0     0%  7.45%      586ms 11.74%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  7.45%      580ms 11.62%  vtkQuad::New
       2ms  0.04%  7.49%      577ms 11.56%  vtkQuad::vtkQuad
      17ms  0.34%  7.83%      569ms 11.40%  vtkLine::vtkLine
