File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3916ms, 80.25% of 4880ms total
Dropped 565 nodes (cum <= 24.40ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4706ms 96.43%  __libc_start_call_main
         0     0%     0%     4706ms 96.43%  __libc_start_main_impl
         0     0%     0%     4706ms 96.43%  _start
         0     0%     0%     4688ms 96.07%  main
         0     0%     0%     4644ms 95.16%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4632ms 94.92%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4279ms 87.68%  AbstractCellPopulation::WriteResultsToFiles
      46ms  0.94%  0.94%     4055ms 83.09%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.94%     2007ms 41.13%  VertexMeshWriter::WriteVtkUsingMesh
       4ms 0.082%  1.02%     1714ms 35.12%  VertexMeshWriter::MakeVtkMesh
       1ms  0.02%  1.05%     1285ms 26.33%  vtkPolygon::New
         0     0%  1.05%     1283ms 26.29%  vtkPolygon::vtkPolygon
       3ms 0.061%  1.11%      886ms 18.16%  vtkCell::vtkCell
       1ms  0.02%  1.13%      746ms 15.29%  vtkPoints::New
      12ms  0.25%  1.37%      705ms 14.45%  vtkPoints::vtkPoints
       2ms 0.041%  1.41%      692ms 14.18%  VertexMeshWriter::WriteFiles
      27ms  0.55%  1.97%      660ms 13.52%  operator new
      39ms   0.8%  2.77%      658ms 13.48%  std::ostream::_M_insert
     189ms  3.87%  6.64%      634ms 12.99%  __GI___libc_malloc
         0     0%  6.64%      614ms 12.58%  vtkLine::New
         0     0%  6.64%      598ms 12.25%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  6.64%      598ms 12.25%  vtkXMLWriterBase::Write
         0     0%  6.64%      595ms 12.19%  vtkQuad::New
       1ms  0.02%  6.66%      594ms 12.17%  vtkStreamingDemandDrivenPipeline::ProcessRequest
       1ms  0.02%  6.68%      592ms 12.13%  vtkQuad::vtkQuad
         0     0%  6.68%      591ms 12.11%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  6.68%      590ms 12.09%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  6.68%      590ms 12.09%  vtkExecutive::CallAlgorithm
         0     0%  6.68%      589ms 12.07%  vtkCompositeDataPipeline::ExecuteData
      10ms   0.2%  6.89%      589ms 12.07%  vtkLine::vtkLine
