File: TestRepresentative3dNodeBasedSimulation
Type: cpu
Showing nodes accounting for 23124ms, 91.57% of 25254ms total
Dropped 628 nodes (cum <= 126.27ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%    25122ms 99.48%  __libc_start_call_main
         0     0%     0%    25122ms 99.48%  __libc_start_main_impl
         0     0%     0%    25122ms 99.48%  _start
         0     0%     0%    25104ms 99.41%  main
         0     0%     0%    25064ms 99.25%  Test3dTissueRepresentativeSimulation::Test3dNodeBasedInBoxWithSloughing
       1ms 0.004% 0.004%    25055ms 99.21%  AbstractCellBasedSimulation::Solve
      60ms  0.24%  0.24%    14211ms 56.27%  OffLatticeSimulation::UpdateCellLocationsAndTopology
       2ms 0.0079%  0.25%     9573ms 37.91%  AbstractCellBasedSimulation::UpdateCellPopulation
      10ms  0.04%  0.29%     9354ms 37.04%  ForwardEulerNumericalMethod::UpdateAllNodePositions
      34ms  0.13%  0.42%     9159ms 36.27%  AbstractNumericalMethod::ComputeForcesIncludingDamping
       1ms 0.004%  0.43%     8480ms 33.58%  NodeBasedCellPopulation::Update
    2010ms  7.96%  8.39%     8322ms 32.95%  RepulsionForce::AddForceContribution
      19ms 0.075%  8.46%     6387ms 25.29%  DistributedBoxCollection::CalculateInteriorNodePairs
    2025ms  8.02% 16.48%     4651ms 18.42%  NodeAttributes::RemoveDuplicateNeighbours
         0     0% 16.48%     4507ms 17.85%  OffLatticeSimulation::ApplyBoundaries
     268ms  1.06% 17.54%     4194ms 16.61%  GeneralisedLinearSpringForce::CalculateForceBetweenNodes
     281ms  1.11% 18.65%     2692ms 10.66%  AbstractCentreBasedCellPopulation::IsCellAssociatedWithADeletedLocation
    2614ms 10.35% 29.01%     2614ms 10.35%  std::__introsort_loop
     152ms   0.6% 29.61%     2443ms  9.67%  AbstractMesh::GetNode
      54ms  0.21% 29.82%     2417ms  9.57%  NodesOnlyMesh::GetNodeOrHaloNode
     180ms  0.71% 30.53%     2417ms  9.57%  PlaneBoundaryCondition::ImposeBoundaryCondition
     369ms  1.46% 31.99%     2325ms  9.21%  DistributedBoxCollection::AddPairsFromBox
    2293ms  9.08% 41.07%     2293ms  9.08%  NodesOnlyMesh::SolveNodeMapping
    1249ms  4.95% 46.02%     2261ms  8.95%  AbstractCellPopulation::GetLocationIndexUsingCell
    2065ms  8.18% 54.20%     2113ms  8.37%  std::map::operator[]
     159ms  0.63% 54.83%     2090ms  8.28%  PlaneBoundaryCondition::VerifyBoundaryCondition
     140ms  0.55% 55.38%     1750ms  6.93%  AbstractCellPopulation::GetCellUsingLocationIndex
      20ms 0.079% 55.46%     1727ms  6.84%  NodeBasedCellPopulation::GetCellUsingLocationIndex
         0     0% 55.46%     1202ms  4.76%  NodeBasedCellPopulation::UpdateCellProcessLocation
       6ms 0.024% 55.48%     1106ms  4.38%  DistributedBoxCollection::CalculateBoundaryNodePairs
     318ms  1.26% 56.74%      994ms  3.94%  __dynamic_cast
      98ms  0.39% 57.13%      884ms  3.50%  AbstractCentreBasedCellPopulation::GetLocationOfCellCentre
     181ms  0.72% 57.85%      846ms  3.35%  AbstractMesh::GetVectorFromAtoB
     842ms  3.33% 61.18%      842ms  3.33%  std::_Rb_tree_increment
     827ms  3.27% 64.46%      829ms  3.28%  NodeAttributes::AddNeighbour
     455ms  1.80% 66.26%      818ms  3.24%  DistributedBoxCollection::CalculateContainingBox
