File: TestChasteBuildInfo
Type: cpu
Showing nodes accounting for 34ms, 100% of 34ms total
      flat  flat%   sum%        cum   cum%
         0     0%     0%       32ms 94.12%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%       32ms 94.12%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%       32ms 94.12%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%       32ms 94.12%  __libc_start_call_main
         0     0%     0%       32ms 94.12%  __libc_start_main_impl
         0     0%     0%       32ms 94.12%  _start
         0     0%     0%       32ms 94.12%  main
         0     0%     0%       29ms 85.29%  CxxTest::RealWorldDescription::setUp
         0     0%     0%       29ms 85.29%  PMPI_Init_thread
         0     0%     0%       29ms 85.29%  PetscInitialize
         0     0%     0%       29ms 85.29%  PetscSetup::setUpWorld
         0     0%     0%       29ms 85.29%  PetscSetupUtils::CommonSetup
         0     0%     0%       29ms 85.29%  PetscSetupUtils::InitialisePetsc
         0     0%     0%       29ms 85.29%  ompi_mpi_init
         0     0%     0%       26ms 76.47%  <unknown>
         0     0%     0%       22ms 64.71%  orte_init
         0     0%     0%       14ms 41.18%  hwloc_topology_load
         0     0%     0%       13ms 38.24%  hwloc_linux_get_tid_last_cpu_location
         0     0%     0%        8ms 23.53%  mca_base_framework_open
         0     0%     0%        7ms 20.59%  __GI__dl_catch_exception
         0     0%     0%        7ms 20.59%  _dl_catch_error
         0     0%     0%        7ms 20.59%  _dlerror_run
         0     0%     0%        6ms 17.65%  opal_stackframe_output
         0     0%     0%        5ms 14.71%  __dlclose
         0     0%     0%        5ms 14.71%  _dl_close
       2ms  5.88%  5.88%        5ms 14.71%  _dl_close_worker (inline)
         0     0%  5.88%        5ms 14.71%  mca_base_component_repository_release
         0     0%  5.88%        5ms 14.71%  mca_base_framework_register
         0     0%  5.88%        5ms 14.71%  opal_hwloc_base_get_topology
         0     0%  5.88%        5ms 14.71%  orte_ess_base_proc_binding
         0     0%  5.88%        4ms 11.76%  [hwloc_gl.so]
       4ms 11.76% 17.65%        4ms 11.76%  __GI___libc_read
       4ms 11.76% 29.41%        4ms 11.76%  __libc_openat64
         0     0% 29.41%        4ms 11.76%  mca_base_components_close
         0     0% 29.41%        4ms 11.76%  mca_base_framework_components_register
