File: TestChasteBuildInfo
Type: cpu
Showing nodes accounting for 31ms, 100% of 31ms total
      flat  flat%   sum%        cum   cum%
         0     0%     0%       31ms   100%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%       31ms   100%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%       31ms   100%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%       31ms   100%  __libc_start_call_main
         0     0%     0%       31ms   100%  __libc_start_main_impl
         0     0%     0%       31ms   100%  _start
         0     0%     0%       31ms   100%  main
         0     0%     0%       29ms 93.55%  CxxTest::RealWorldDescription::setUp
         0     0%     0%       29ms 93.55%  PetscSetup::setUpWorld
         0     0%     0%       29ms 93.55%  PetscSetupUtils::CommonSetup
         0     0%     0%       28ms 90.32%  PMPI_Init_thread
         0     0%     0%       28ms 90.32%  PetscInitialize
         0     0%     0%       28ms 90.32%  PetscSetupUtils::InitialisePetsc
         0     0%     0%       28ms 90.32%  ompi_mpi_init
         0     0%     0%       23ms 74.19%  <unknown>
         0     0%     0%       22ms 70.97%  orte_init
         0     0%     0%       15ms 48.39%  hwloc_topology_load
         0     0%     0%       14ms 45.16%  hwloc_linux_get_tid_last_cpu_location
         0     0%     0%        9ms 29.03%  __GI__dl_catch_exception
         0     0%     0%        9ms 29.03%  _dl_catch_error
         0     0%     0%        9ms 29.03%  _dlerror_run
         0     0%     0%        9ms 29.03%  mca_base_framework_open
         0     0%     0%        8ms 25.81%  mca_base_framework_register
         0     0%     0%        8ms 25.81%  opal_stackframe_output
         0     0%     0%        7ms 22.58%  ___dlopen
         0     0%     0%        7ms 22.58%  _dl_open
         0     0%     0%        7ms 22.58%  dl_open_worker
         0     0%     0%        7ms 22.58%  dl_open_worker_begin
         0     0%     0%        7ms 22.58%  dlopen_doit
         0     0%     0%        7ms 22.58%  dlopen_implementation (inline)
         0     0%     0%        7ms 22.58%  mca_base_framework_components_register
         0     0%     0%        6ms 19.35%  mca_base_component_find
         0     0%     0%        6ms 19.35%  mca_base_component_repository_open
         0     0%     0%        6ms 19.35%  opal_hwloc_base_get_topology
         0     0%     0%        6ms 19.35%  orte_ess_base_proc_binding
         0     0%     0%        4ms 12.90%  XOpenDisplay
         0     0%     0%        4ms 12.90%  [hwloc_gl.so]
         0     0%     0%        4ms 12.90%  [libxcb.so.1.1.0]
         0     0%     0%        4ms 12.90%  _XConnectXCB
         0     0%     0%        4ms 12.90%  _dl_lookup_symbol_x
         0     0%     0%        4ms 12.90%  _dl_map_object
         0     0%     0%        4ms 12.90%  xcb_connect_to_display_with_auth_info
       3ms  9.68%  9.68%        3ms  9.68%  __GI___libc_read
       3ms  9.68% 19.35%        3ms  9.68%  __GI_getenv
       3ms  9.68% 29.03%        3ms  9.68%  __libc_openat64
         0     0% 29.03%        3ms  9.68%  _dl_map_object_from_fd
         0     0% 29.03%        3ms  9.68%  _dl_open_relocate_one_object (inline)
         0     0% 29.03%        3ms  9.68%  _dl_relocate_object
       3ms  9.68% 38.71%        3ms  9.68%  do_lookup_x
         0     0% 38.71%        3ms  9.68%  elf_dynamic_do_Rela (inline)
         0     0% 38.71%        3ms  9.68%  elf_machine_rela (inline)
         0     0% 38.71%        3ms  9.68%  mca_base_var_group_register
         0     0% 38.71%        3ms  9.68%  resolve_map (inline)
         0     0% 38.71%        2ms  6.45%  CxxTest::RealWorldDescription::tearDown
         0     0% 38.71%        2ms  6.45%  PetscFinalize
         0     0% 38.71%        2ms  6.45%  PetscSetup::tearDownWorld
         0     0% 38.71%        2ms  6.45%  PetscSetupUtils::CommonFinalize
         0     0% 38.71%        2ms  6.45%  [hwloc_pci.so]
         0     0% 38.71%        2ms  6.45%  [libpciaccess.so.0.11.1]
         0     0% 38.71%        2ms  6.45%  __GI_getaddrinfo
       2ms  6.45% 45.16%        2ms  6.45%  __GI_munmap
         0     0% 45.16%        2ms  6.45%  __dlclose
         0     0% 45.16%        2ms  6.45%  _dl_close
         0     0% 45.16%        2ms  6.45%  _dl_close_worker (inline)
         0     0% 45.16%        2ms  6.45%  _dl_map_segments (inline)
       1ms  3.23% 48.39%        2ms  6.45%  _dl_runtime_resolve_xsavec
         0     0% 48.39%        2ms  6.45%  _dl_unmap
         0     0% 48.39%        2ms  6.45%  _dl_unmap_segments (inline)
         0     0% 48.39%        2ms  6.45%  mca_base_component_repository_release
         0     0% 48.39%        2ms  6.45%  mca_base_framework_components_open
         0     0% 48.39%        2ms  6.45%  mca_base_var_register
         0     0% 48.39%        2ms  6.45%  mca_topo_base_dist_graph_neighbors_count
         0     0% 48.39%        2ms  6.45%  ompi_mpi_finalize
         0     0% 48.39%        2ms  6.45%  opal_timer_base_get_freq
