File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3919ms, 78.95% of 4964ms total
Dropped 746 nodes (cum <= 24.82ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4736ms 95.41%  __libc_start_call_main
         0     0%     0%     4736ms 95.41%  __libc_start_main_impl
         0     0%     0%     4736ms 95.41%  _start
         0     0%     0%     4721ms 95.10%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4721ms 95.10%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4721ms 95.10%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4721ms 95.10%  main
         0     0%     0%     4679ms 94.26%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4679ms 94.26%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4679ms 94.26%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4668ms 94.04%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4352ms 87.67%  AbstractCellPopulation::WriteResultsToFiles
      19ms  0.38%  0.38%     4116ms 82.92%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.38%     1973ms 39.75%  VertexMeshWriter::WriteVtkUsingMesh
         0     0%  0.38%     1696ms 34.17%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.38%     1280ms 25.79%  vtkPolygon::New
       1ms  0.02%   0.4%     1279ms 25.77%  vtkPolygon::vtkPolygon
       5ms   0.1%   0.5%      889ms 17.91%  vtkCell::vtkCell
         0     0%   0.5%      804ms 16.20%  VertexMeshWriter::WriteFiles
      56ms  1.13%  1.63%      765ms 15.41%  std::ostream::_M_insert
       1ms  0.02%  1.65%      762ms 15.35%  std::ostream::operator<< (inline)
       4ms 0.081%  1.73%      756ms 15.23%  vtkPoints::New
      16ms  0.32%  2.05%      712ms 14.34%  vtkPoints::vtkPoints
      40ms  0.81%  2.86%      678ms 13.66%  operator new
     205ms  4.13%  6.99%      644ms 12.97%  __GI___libc_malloc
      41ms  0.83%  7.82%      631ms 12.71%  std::num_put::_M_insert_float
         0     0%  7.82%      605ms 12.19%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  7.82%      605ms 12.19%  vtkXMLWriterBase::Write
         0     0%  7.82%      604ms 12.17%  vtkDemandDrivenPipeline::ProcessRequest
