File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3963ms, 78.93% of 5021ms total
Dropped 709 nodes (cum <= 25.11ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4771ms 95.02%  __libc_start_call_main
         0     0%     0%     4771ms 95.02%  __libc_start_main_impl
         0     0%     0%     4771ms 95.02%  _start
         0     0%     0%     4754ms 94.68%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4754ms 94.68%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4754ms 94.68%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4754ms 94.68%  main
         0     0%     0%     4718ms 93.97%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4718ms 93.97%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4718ms 93.97%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4707ms 93.75%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4367ms 86.97%  AbstractCellPopulation::WriteResultsToFiles
      12ms  0.24%  0.24%     4118ms 82.02%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.24%     1984ms 39.51%  VertexMeshWriter::WriteVtkUsingMesh
         0     0%  0.24%     1704ms 33.94%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.24%     1275ms 25.39%  vtkPolygon::New
       1ms  0.02%  0.26%     1274ms 25.37%  vtkPolygon::vtkPolygon
       5ms   0.1%  0.36%      921ms 18.34%  vtkCell::vtkCell
         0     0%  0.36%      801ms 15.95%  VertexMeshWriter::WriteFiles
      60ms  1.19%  1.55%      801ms 15.95%  std::ostream::_M_insert
       1ms  0.02%  1.57%      797ms 15.87%  std::ostream::operator<< (inline)
       2ms  0.04%  1.61%      777ms 15.48%  vtkPoints::New
       6ms  0.12%  1.73%      740ms 14.74%  vtkPoints::vtkPoints
      41ms  0.82%  2.55%      654ms 13.03%  operator new
      44ms  0.88%  3.43%      649ms 12.93%  std::num_put::_M_insert_float
       2ms  0.04%  3.47%      623ms 12.41%  vtkQuad::New
       1ms  0.02%  3.49%      619ms 12.33%  vtkQuad::vtkQuad
     181ms  3.60%  7.09%      613ms 12.21%  __GI___libc_malloc
         0     0%  7.09%      598ms 11.91%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  7.09%      598ms 11.91%  vtkXMLWriterBase::Write
         0     0%  7.09%      596ms 11.87%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  7.09%      595ms 11.85%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  7.09%      593ms 11.81%  vtkExecutive::CallAlgorithm
         0     0%  7.09%      592ms 11.79%  vtkCompositeDataPipeline::ExecuteData
         0     0%  7.09%      592ms 11.79%  vtkDemandDrivenPipeline::ExecuteData
       1ms  0.02%  7.11%      591ms 11.77%  vtkXMLUnstructuredDataWriter::ProcessRequest
       1ms  0.02%  7.13%      588ms 11.71%  vtkTriangle::New
       5ms   0.1%  7.23%      578ms 11.51%  vtkTriangle::vtkTriangle
       2ms  0.04%  7.27%      575ms 11.45%  vtkLine::New
     171ms  3.41% 10.68%      541ms 10.77%  __GI___libc_free
      10ms   0.2% 10.87%      539ms 10.73%  vtkLine::vtkLine
         0     0% 10.87%      529ms 10.54%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0% 10.87%      529ms 10.54%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
       7ms  0.14% 11.01%      504ms 10.04%  std::__cxx11::collate::do_transform
       3ms  0.06% 11.07%      476ms  9.48%  ___vsnprintf
       1ms  0.02% 11.09%      473ms  9.42%  __vsnprintf_internal (inline)
      24ms  0.48% 11.57%      470ms  9.36%  vtkPoints::SetDataType
         0     0% 11.57%      467ms  9.30%  vtkXMLWriter::WriteBinaryData
      64ms  1.27% 12.85%      462ms  9.20%  __printf_buffer
         0     0% 12.85%      460ms  9.16%  vtkXMLWriter::WriteBinaryDataInternal
         0     0% 12.85%      459ms  9.14%  vtkXMLWriter::WriteBinaryDataBlock
         0     0% 12.85%      451ms  8.98%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
         0     0% 12.85%      377ms  7.51%  vtkPolygon::~vtkPolygon
     233ms  4.64% 17.49%      371ms  7.39%  _int_free
         0     0% 17.49%      368ms  7.33%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
         0     0% 17.49%      365ms  7.27%  VtkMeshWriter::WriteFiles
     242ms  4.82% 22.31%      364ms  7.25%  _int_malloc
       2ms  0.04% 22.35%      354ms  7.05%  __printf_fp_spec (inline)
      25ms   0.5% 22.84%      352ms  7.01%  __printf_fp_l_buffer
         0     0% 22.84%      332ms  6.61%  vtkXMLWriter::WritePointsAppendedData
         0     0% 22.84%      327ms  6.51%  OnLatticeSimulation::UpdateCellLocationsAndTopology
       4ms  0.08% 22.92%      327ms  6.51%  PottsBasedCellPopulation::UpdateCellLocations
      45ms   0.9% 23.82%      318ms  6.33%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
     156ms  3.11% 26.93%      311ms  6.19%  __printf_fp_buffer_1
      54ms  1.08% 28.00%      308ms  6.13%  std::__new_allocator::allocate (inline)
         0     0% 28.00%      307ms  6.11%  std::allocator_traits::allocate (inline)
       4ms  0.08% 28.08%      294ms  5.86%  vtkCell::~vtkCell
