File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 4010ms, 81.08% of 4946ms total
Dropped 753 nodes (cum <= 24.73ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4745ms 95.94%  __libc_start_call_main
         0     0%     0%     4745ms 95.94%  __libc_start_main_impl
         0     0%     0%     4745ms 95.94%  _start
         0     0%     0%     4726ms 95.55%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4726ms 95.55%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4726ms 95.55%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4726ms 95.55%  main
         0     0%     0%     4682ms 94.66%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4682ms 94.66%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4681ms 94.64%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4670ms 94.42%  AbstractCellBasedSimulation::Solve
       1ms  0.02%  0.02%     4284ms 86.62%  AbstractCellPopulation::WriteResultsToFiles
      18ms  0.36%  0.38%     4073ms 82.35%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.38%     2013ms 40.70%  VertexMeshWriter::WriteVtkUsingMesh
         0     0%  0.38%     1727ms 34.92%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.38%     1230ms 24.87%  vtkPolygon::New
       2ms  0.04%  0.42%     1230ms 24.87%  vtkPolygon::vtkPolygon
       7ms  0.14%  0.57%      887ms 17.93%  vtkCell::vtkCell
       3ms 0.061%  0.63%      761ms 15.39%  vtkPoints::New
       9ms  0.18%  0.81%      716ms 14.48%  vtkPoints::vtkPoints
       2ms  0.04%  0.85%      691ms 13.97%  VertexMeshWriter::WriteFiles
      36ms  0.73%  1.58%      651ms 13.16%  operator new
      61ms  1.23%  2.81%      623ms 12.60%  std::ostream::_M_insert
         0     0%  2.81%      622ms 12.58%  std::ostream::operator<< (inline)
     186ms  3.76%  6.57%      617ms 12.47%  __GI___libc_malloc
         0     0%  6.57%      584ms 11.81%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  6.57%      584ms 11.81%  vtkXMLWriterBase::Write
         0     0%  6.57%      580ms 11.73%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  6.57%      578ms 11.69%  vtkExecutive::CallAlgorithm
         0     0%  6.57%      578ms 11.69%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  6.57%      578ms 11.69%  vtkTriangle::New
         0     0%  6.57%      574ms 11.61%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  6.57%      573ms 11.59%  vtkCompositeDataPipeline::ExecuteData
       1ms  0.02%  6.59%      573ms 11.59%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  6.59%      572ms 11.56%  vtkQuad::New
