File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3911ms, 78.19% of 5002ms total
Dropped 762 nodes (cum <= 25.01ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4745ms 94.86%  __libc_start_call_main
         0     0%     0%     4745ms 94.86%  __libc_start_main_impl
         0     0%     0%     4745ms 94.86%  _start
         0     0%     0%     4729ms 94.54%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4729ms 94.54%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4729ms 94.54%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4729ms 94.54%  main
         0     0%     0%     4688ms 93.72%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4688ms 93.72%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4688ms 93.72%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4677ms 93.50%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4357ms 87.11%  AbstractCellPopulation::WriteResultsToFiles
      11ms  0.22%  0.22%     4123ms 82.43%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.22%     1995ms 39.88%  VertexMeshWriter::WriteVtkUsingMesh
         0     0%  0.22%     1702ms 34.03%  VertexMeshWriter::MakeVtkMesh
         0     0%  0.22%     1269ms 25.37%  vtkPolygon::New
       3ms  0.06%  0.28%     1266ms 25.31%  vtkPolygon::vtkPolygon
       8ms  0.16%  0.44%      906ms 18.11%  vtkCell::vtkCell
       2ms  0.04%  0.48%      782ms 15.63%  VertexMeshWriter::WriteFiles
      41ms  0.82%  1.30%      761ms 15.21%  std::ostream::_M_insert
         0     0%  1.30%      760ms 15.19%  std::ostream::operator<< (inline)
       1ms  0.02%  1.32%      755ms 15.09%  vtkPoints::New
      10ms   0.2%  1.52%      710ms 14.19%  vtkPoints::vtkPoints
      41ms  0.82%  2.34%      650ms 12.99%  operator new
      44ms  0.88%  3.22%      642ms 12.83%  std::num_put::_M_insert_float
     214ms  4.28%  7.50%      620ms 12.40%  __GI___libc_malloc
       1ms  0.02%  7.52%      606ms 12.12%  vtkTriangle::New
         0     0%  7.52%      599ms 11.98%  vtkXMLWriterBase::Write
         0     0%  7.52%      598ms 11.96%  vtkDemandDrivenPipeline::ProcessRequest
         0     0%  7.52%      598ms 11.96%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  7.52%      597ms 11.94%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  7.52%      597ms 11.94%  vtkStreamingDemandDrivenPipeline::ProcessRequest
       8ms  0.16%  7.68%      597ms 11.94%  vtkTriangle::vtkTriangle
         0     0%  7.68%      596ms 11.92%  vtkCompositeDataPipeline::ExecuteData
         0     0%  7.68%      596ms 11.92%  vtkExecutive::CallAlgorithm
         0     0%  7.68%      595ms 11.90%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  7.68%      592ms 11.84%  vtkQuad::New
       4ms  0.08%  7.76%      590ms 11.80%  vtkQuad::vtkQuad
       1ms  0.02%  7.78%      562ms 11.24%  vtkLine::New
       9ms  0.18%  7.96%      548ms 10.96%  vtkLine::vtkLine
         0     0%  7.96%      540ms 10.80%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0%  7.96%      540ms 10.80%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
     150ms  3.00% 10.96%      532ms 10.64%  __GI___libc_free
       9ms  0.18% 11.14%      513ms 10.26%  std::__cxx11::collate::do_transform
         0     0% 11.14%      480ms  9.60%  vtkXMLWriter::WriteBinaryData
       8ms  0.16% 11.30%      474ms  9.48%  ___vsnprintf
         0     0% 11.30%      470ms  9.40%  vtkXMLWriter::WriteBinaryDataBlock
         0     0% 11.30%      470ms  9.40%  vtkXMLWriter::WriteBinaryDataInternal
         0     0% 11.30%      466ms  9.32%  __vsnprintf_internal (inline)
      33ms  0.66% 11.96%      461ms  9.22%  vtkPoints::SetDataType
         0     0% 11.96%      458ms  9.16%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
      64ms  1.28% 13.23%      455ms  9.10%  __printf_buffer
         0     0% 13.23%      388ms  7.76%  vtkPolygon::~vtkPolygon
     221ms  4.42% 17.65%      382ms  7.64%  _int_free
         0     0% 17.65%      359ms  7.18%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
       4ms  0.08% 17.73%      358ms  7.16%  __printf_fp_spec (inline)
         0     0% 17.73%      355ms  7.10%  VtkMeshWriter::WriteFiles
      12ms  0.24% 17.97%      354ms  7.08%  __printf_fp_l_buffer
         0     0% 17.97%      343ms  6.86%  vtkXMLWriter::WritePointsAppendedData
     237ms  4.74% 22.71%      342ms  6.84%  _int_malloc
     167ms  3.34% 26.05%      330ms  6.60%  __printf_fp_buffer_1
       5ms   0.1% 26.15%      311ms  6.22%  std::__new_allocator::deallocate (inline)
         0     0% 26.15%      310ms  6.20%  std::allocator_traits::deallocate (inline)
