File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3911ms, 78.42% of 4987ms total
Dropped 792 nodes (cum <= 24.93ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4735ms 94.95%  __libc_start_call_main
         0     0%     0%     4735ms 94.95%  __libc_start_main_impl
         0     0%     0%     4735ms 94.95%  _start
         0     0%     0%     4718ms 94.61%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4718ms 94.61%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4718ms 94.61%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4718ms 94.61%  main
         0     0%     0%     4678ms 93.80%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4678ms 93.80%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4678ms 93.80%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4668ms 93.60%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4341ms 87.05%  AbstractCellPopulation::WriteResultsToFiles
      16ms  0.32%  0.32%     4102ms 82.25%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.32%     1996ms 40.02%  VertexMeshWriter::WriteVtkUsingMesh
       1ms  0.02%  0.34%     1720ms 34.49%  VertexMeshWriter::MakeVtkMesh
       1ms  0.02%  0.36%     1242ms 24.90%  vtkPolygon::New
       1ms  0.02%  0.38%     1239ms 24.84%  vtkPolygon::vtkPolygon
       6ms  0.12%   0.5%      921ms 18.47%  vtkCell::vtkCell
       3ms  0.06%  0.56%      807ms 16.18%  vtkPoints::New
       1ms  0.02%  0.58%      790ms 15.84%  VertexMeshWriter::WriteFiles
      10ms   0.2%  0.78%      758ms 15.20%  vtkPoints::vtkPoints
       3ms  0.06%  0.84%      755ms 15.14%  std::ostream::operator<< (inline)
      48ms  0.96%  1.80%      753ms 15.10%  std::ostream::_M_insert
      34ms  0.68%  2.49%      616ms 12.35%  std::num_put::_M_insert_float
      53ms  1.06%  3.55%      609ms 12.21%  operator new
       3ms  0.06%  3.61%      603ms 12.09%  vtkQuad::New
       4ms  0.08%  3.69%      599ms 12.01%  vtkQuad::vtkQuad
       3ms  0.06%  3.75%      593ms 11.89%  vtkLine::New
         0     0%  3.75%      591ms 11.85%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  3.75%      591ms 11.85%  vtkXMLWriterBase::Write
