File: TestChasteBuildInfo
Type: cpu
Showing nodes accounting for 34ms, 100% of 34ms total
      flat  flat%   sum%        cum   cum%
         0     0%     0%       34ms   100%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%       34ms   100%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%       34ms   100%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%       34ms   100%  __libc_start_call_main
         0     0%     0%       34ms   100%  __libc_start_main_impl
         0     0%     0%       34ms   100%  _start
         0     0%     0%       34ms   100%  main
         0     0%     0%       32ms 94.12%  CxxTest::RealWorldDescription::setUp
         0     0%     0%       32ms 94.12%  PMPI_Init_thread
         0     0%     0%       32ms 94.12%  PetscInitialize
         0     0%     0%       32ms 94.12%  PetscSetup::setUpWorld
         0     0%     0%       32ms 94.12%  PetscSetupUtils::CommonSetup
         0     0%     0%       32ms 94.12%  PetscSetupUtils::InitialisePetsc
         0     0%     0%       32ms 94.12%  ompi_mpi_init
       2ms  5.88%  5.88%       24ms 70.59%  <unknown>
         0     0%  5.88%       22ms 64.71%  orte_init
         0     0%  5.88%       14ms 41.18%  hwloc_topology_load
         0     0%  5.88%       13ms 38.24%  hwloc_linux_get_tid_last_cpu_location
         0     0%  5.88%       12ms 35.29%  mca_base_framework_components_register
         0     0%  5.88%       12ms 35.29%  mca_base_framework_open
         0     0%  5.88%       12ms 35.29%  mca_base_framework_register
         0     0%  5.88%       11ms 32.35%  __GI__dl_catch_exception
         0     0%  5.88%       11ms 32.35%  _dl_catch_error
         0     0%  5.88%       11ms 32.35%  _dlerror_run
         0     0%  5.88%       10ms 29.41%  ___dlopen
         0     0%  5.88%       10ms 29.41%  _dl_open
         0     0%  5.88%       10ms 29.41%  dl_open_worker
         0     0%  5.88%       10ms 29.41%  dlopen_doit
         0     0%  5.88%       10ms 29.41%  dlopen_implementation (inline)
         0     0%  5.88%       10ms 29.41%  opal_stackframe_output
         0     0%  5.88%        9ms 26.47%  dl_open_worker_begin
         0     0%  5.88%        9ms 26.47%  mca_base_component_find
         0     0%  5.88%        9ms 26.47%  mca_base_component_repository_open
         0     0%  5.88%        5ms 14.71%  opal_hwloc_base_get_topology
         0     0%  5.88%        5ms 14.71%  orte_ess_base_proc_binding
         0     0%  5.88%        4ms 11.76%  XOpenDisplay
         0     0%  5.88%        4ms 11.76%  [hwloc_gl.so]
