File: TestRepresentativePottsBasedOnLatticeSimulation
Type: cpu
Showing nodes accounting for 3973ms, 79.96% of 4969ms total
Dropped 772 nodes (cum <= 24.84ms)
      flat  flat%   sum%        cum   cum%
         0     0%     0%     4695ms 94.49%  __libc_start_call_main
         0     0%     0%     4695ms 94.49%  __libc_start_main_impl
         0     0%     0%     4695ms 94.49%  _start
         0     0%     0%     4680ms 94.18%  CxxTest::ErrorFormatter::run (inline)
         0     0%     0%     4680ms 94.18%  CxxTest::TestRunner::runAllTests (inline)
         0     0%     0%     4680ms 94.18%  CxxTest::TestRunner::runWorld (inline)
         0     0%     0%     4680ms 94.18%  main
         0     0%     0%     4641ms 93.40%  CxxTest::TestRunner::runSuite (inline)
         0     0%     0%     4641ms 93.40%  CxxTest::TestRunner::runTest (inline)
         0     0%     0%     4641ms 93.40%  TestRepresentativePottsBasedOnLatticeSimulation::TestPottsMonolayerCellSorting
         0     0%     0%     4629ms 93.16%  AbstractCellBasedSimulation::Solve
         0     0%     0%     4316ms 86.86%  AbstractCellPopulation::WriteResultsToFiles
      14ms  0.28%  0.28%     4079ms 82.09%  PottsBasedCellPopulation::WriteVtkResultsToFile
         0     0%  0.28%     1970ms 39.65%  VertexMeshWriter::WriteVtkUsingMesh
       3ms  0.06%  0.34%     1690ms 34.01%  VertexMeshWriter::MakeVtkMesh
       1ms  0.02%  0.36%     1239ms 24.93%  vtkPolygon::New
       1ms  0.02%  0.38%     1238ms 24.91%  vtkPolygon::vtkPolygon
       5ms   0.1%  0.48%      892ms 17.95%  vtkCell::vtkCell
         0     0%  0.48%      792ms 15.94%  VertexMeshWriter::WriteFiles
       2ms  0.04%  0.52%      771ms 15.52%  vtkPoints::New
      45ms  0.91%  1.43%      759ms 15.27%  std::ostream::_M_insert
         0     0%  1.43%      756ms 15.21%  std::ostream::operator<< (inline)
      14ms  0.28%  1.71%      721ms 14.51%  vtkPoints::vtkPoints
      39ms  0.78%  2.50%      682ms 13.73%  operator new
     239ms  4.81%  7.31%      649ms 13.06%  __GI___libc_malloc
      36ms  0.72%  8.03%      633ms 12.74%  std::num_put::_M_insert_float
         0     0%  8.03%      591ms 11.89%  vtkStreamingDemandDrivenPipeline::Update
         0     0%  8.03%      591ms 11.89%  vtkXMLWriterBase::Write
         0     0%  8.03%      589ms 11.85%  vtkQuad::New
         0     0%  8.03%      587ms 11.81%  vtkDemandDrivenPipeline::ProcessRequest
       4ms  0.08%  8.11%      586ms 11.79%  vtkQuad::vtkQuad
         0     0%  8.11%      584ms 11.75%  vtkStreamingDemandDrivenPipeline::ProcessRequest
         0     0%  8.11%      583ms 11.73%  vtkDemandDrivenPipeline::ExecuteData
         0     0%  8.11%      583ms 11.73%  vtkExecutive::CallAlgorithm
       1ms  0.02%  8.13%      582ms 11.71%  vtkXMLUnstructuredDataWriter::ProcessRequest
         0     0%  8.13%      581ms 11.69%  vtkCompositeDataPipeline::ExecuteData
       3ms  0.06%  8.19%      571ms 11.49%  vtkLine::New
       7ms  0.14%  8.33%      542ms 10.91%  vtkLine::vtkLine
         0     0%  8.33%      538ms 10.83%  vtkTriangle::New
       2ms  0.04%  8.37%      535ms 10.77%  vtkTriangle::vtkTriangle
         0     0%  8.37%      512ms 10.30%  vtkXMLUnstructuredDataWriter::WriteAPiece
         0     0%  8.37%      512ms 10.30%  vtkXMLUnstructuredGridWriter::WriteAppendedPieceData
       8ms  0.16%  8.53%      509ms 10.24%  std::__cxx11::collate::do_transform
     159ms  3.20% 11.73%      484ms  9.74%  __GI___libc_free
       4ms  0.08% 11.81%      481ms  9.68%  ___vsnprintf
       2ms  0.04% 11.85%      478ms  9.62%  __vsnprintf_internal (inline)
      61ms  1.23% 13.08%      466ms  9.38%  __printf_buffer
      20ms   0.4% 13.48%      451ms  9.08%  vtkPoints::SetDataType
       1ms  0.02% 13.50%      447ms  9.00%  vtkXMLWriter::WriteBinaryData
         0     0% 13.50%      443ms  8.92%  vtkXMLWriter::WriteBinaryDataInternal
         0     0% 13.50%      442ms  8.90%  vtkXMLWriter::WriteBinaryDataBlock
         0     0% 13.50%      439ms  8.83%  vtkXMLUnstructuredDataWriter::WriteAppendedPieceData
         0     0% 13.50%      382ms  7.69%  vtkPolygon::~vtkPolygon
       1ms  0.02% 13.52%      368ms  7.41%  __printf_fp_spec (inline)
      14ms  0.28% 13.81%      367ms  7.39%  __printf_fp_l_buffer
       1ms  0.02% 13.83%      364ms  7.33%  AbstractTetrahedralMeshWriter::WriteFilesUsingMesh
         0     0% 13.83%      360ms  7.24%  VtkMeshWriter::WriteFiles
     233ms  4.69% 18.51%      347ms  6.98%  _int_malloc
     160ms  3.22% 21.73%      333ms  6.70%  __printf_fp_buffer_1
         0     0% 21.73%      328ms  6.60%  vtkXMLWriter::WritePointsAppendedData
     208ms  4.19% 25.92%      324ms  6.52%  _int_free
      50ms  1.01% 26.93%      311ms  6.26%  vtkAOSDataArrayTemplate::vtkAOSDataArrayTemplate
       3ms  0.06% 26.99%      311ms  6.26%  vtkCell::~vtkCell
         0     0% 26.99%      308ms  6.20%  OnLatticeSimulation::UpdateCellLocationsAndTopology
       5ms   0.1% 27.09%      308ms  6.20%  PottsBasedCellPopulation::UpdateCellLocations
      40ms   0.8% 27.89%      296ms  5.96%  std::__new_allocator::allocate (inline)
         0     0% 27.89%      295ms  5.94%  std::allocator_traits::allocate (inline)
       7ms  0.14% 28.03%      268ms  5.39%  std::__new_allocator::deallocate (inline)
         0     0% 28.03%      268ms  5.39%  std::allocator_traits::deallocate (inline)
         0     0% 28.03%      249ms  5.01%  tbb::detail::r1::parallel_pipeline
         0     0% 28.03%      239ms  4.81%  vtkXMLWriter::WriteCompressionBlock
         0     0% 28.03%      237ms  4.77%  clone3
         0     0% 28.03%      237ms  4.77%  start_thread
         0     0% 28.03%      234ms  4.71%  tbb::detail::r1::reset
      96ms  1.93% 29.97%      233ms  4.69%  tbb::detail::r1::wait_bounded_queue_monitor
         0     0% 29.97%      225ms  4.53%  vtkDataCompressor::Compress
         0     0% 29.97%      224ms  4.51%  compress2
         0     0% 29.97%      224ms  4.51%  vtkZLibDataCompressor::CompressBuffer
      61ms  1.23% 31.19%      220ms  4.43%  crc32
         0     0% 31.19%      220ms  4.43%  deflate
       6ms  0.12% 31.31%      214ms  4.31%  vtkPoints::~vtkPoints
      10ms   0.2% 31.52%      211ms  4.25%  vtkBase64OutputStream::Write
      10ms   0.2% 31.72%      201ms  4.05%  vtkBase64OutputStream::EncodeTriplet
       5ms   0.1% 31.82%      197ms  3.96%  vtkFloatArray::New
       6ms  0.12% 31.94%      194ms  3.90%  std::_Rb_tree::~_Rb_tree (inline)
      68ms  1.37% 33.31%      192ms  3.86%  std::_Rb_tree::_M_erase
       2ms  0.04% 33.35%      184ms  3.70%  std::set::set (inline)
         0     0% 33.35%      182ms  3.66%  VertexMesh::~VertexMesh
      15ms   0.3% 33.65%      182ms  3.66%  std::_Rb_tree::_Rb_tree
      55ms  1.11% 34.76%      181ms  3.64%  std::ostream::write
       2ms  0.04% 34.80%      174ms  3.50%  vtkTriangle::~vtkTriangle
       1ms  0.02% 34.82%      173ms  3.48%  vtkQuad::~vtkQuad
         0     0% 34.82%      169ms  3.40%  std::_Rb_tree::_M_create_node (inline)
       2ms  0.04% 34.86%      169ms  3.40%  vtkFloatArray::vtkFloatArray
         0     0% 34.86%      165ms  3.32%  NodeLocationWriter::VisitAnyPopulation
       4ms  0.08% 34.94%      165ms  3.32%  NodesOnlyMesh::ConstructNodesWithoutMesh
       5ms   0.1% 35.04%      161ms  3.24%  vtkIdList::AllocateInternal
      98ms  1.97% 37.01%      159ms  3.20%  malloc_consolidate
         0     0% 37.01%      159ms  3.20%  std::_Rb_tree::_M_get_node (inline)
       1ms  0.02% 37.03%      159ms  3.20%  std::vector::~vector (inline)
       2ms  0.04% 37.07%      159ms  3.20%  vtkTypeFloat64Array::~vtkTypeFloat64Array
       1ms  0.02% 37.09%      158ms  3.18%  VertexMesh::VertexMesh
         0     0% 37.09%      158ms  3.18%  std::_Rb_tree::_Alloc_node::operator() (inline)
       3ms  0.06% 37.15%      155ms  3.12%  std::_Vector_base::_M_deallocate (inline)
